standard,entangled,contribution,improvement
0.48364203870224626,0.49682644913973434,0.02726067914374385,0.013184410437488081
0.45916045640782055,0.5607722291782685,0.22129904993429503,0.10161177277044797
0.6305363396889878,0.6548548216471862,0.0385679308669085,0.024318481958198412
0.6719834535998549,0.6723063464017164,0.00048050707220799775,0.00032289280186148517
0.6770914270484009,0.7033927765215403,0.03884460565066249,0.026301349473139446
0.714479150924444,0.739939745169832,0.03563518153391209,0.025460594245387935
0.6262973544280971,0.6705151967037398,0.07060199434503475,0.04421784227564274
0.5492323324132723,0.5546810533710715,0.009920612163996442,0.005448720957799247
0.5059411735828615,0.5204434156023083,0.028663889749766924,0.014502242019446832
0.5288831023805927,0.5335590540366231,0.008841181794205857,0.004675951656030408
0.2653213070768569,0.35467070614229473,0.33675922996849833,0.08934939906543782
0.5671430219996493,0.6338642123439437,0.11764438202738872,0.06672119034429447
0.41800372961807564,0.4851332662712242,0.16059554472034002,0.06712953665314858
0.5987338660096967,0.6436555497095362,0.07502779824235295,0.04492168369983951
0.4068117522910006,0.4902930467713067,0.20520865980437622,0.08348129448030611
0.41178481683268525,0.42087760735215946,0.02208141278596182,0.009092790519474203
0.49339498242745367,0.5462596565966042,0.10714473404058895,0.05286467416915058
0.8137844088398041,0.826411728503507,0.015516787402827501,0.012627319663702896
0.5762850741513742,0.5844601484444444,0.014185816464375089,0.008175074293070184
0.3609637206836712,0.43638872375192556,0.20895452574956325,0.07542500306825434
0.4496755598352582,0.4650781854721546,0.034252752456769696,0.015402625636896428
0.6792589974125381,0.6965772236109816,0.025495762683177978,0.017318226198443476
0.7581150000976254,0.8144681818271365,0.0743332894379537,0.05635318172951109
0.42067376624603614,0.42655128172055706,0.013971671033756326,0.005877515474520922
0.6175602652710374,0.6503404665979549,0.0530801658887992,0.0327802013269175
0.5968441639285715,0.6783915066850683,0.13663087902164042,0.08154734275649678
0.5894694962375153,0.6404385262691406,0.08646593310926516,0.05096903003162523
0.8624171831857725,0.8626542042867382,0.00027483346295365695,0.00023702110096568418
0.5837710891516313,0.5874251849418183,0.006259466866537148,0.0036540957901869398
0.4440756985024257,0.4784586279711362,0.0774258298408615,0.03438292946871052
0.45387911517740853,0.45762480540978495,0.00825261640627006,0.0037456902323764196
0.6761196987353966,0.695447745204833,0.028586722891800503,0.019328046469436422
0.481992772495448,0.49279917575955445,0.02242025997227694,0.010806403264106479
0.6415684335852477,0.6480774238841034,0.010145434154984465,0.006508990298855655
0.641337813541896,0.6424441860230776,0.0017251009652331094,0.0011063724811816167
0.5482874724122726,0.5963111644245142,0.08758852687433136,0.04802369201224155
0.6106110160705486,0.6233018102492481,0.020783762239286713,0.01269079417869956
0.5365389038384056,0.6220047990513887,0.1592911429191044,0.08546589521298309
0.41854049076460764,0.4388078802707979,0.04842396363889417,0.02026738950619028
0.4689724445593993,0.4780565670249524,0.0193702691297517,0.009084122465553124
0.28352693035572707,0.30940532973505613,0.09127316176583554,0.025878399379329065
0.566286904407089,0.6507115152413505,0.14908451913196796,0.08442461083426156
0.448777816813294,0.526691119970576,0.17361219792576446,0.07791330315728207
0.41371337927152535,0.4676658485183113,0.13041025973534262,0.05395246924678593
0.5094268768594703,0.5915355663257005,0.16117855809339354,0.08210868946623018
0.7692025132477669,0.824660266321826,0.07209772734608273,0.05545775307405909
0.6923534496408857,0.702926425874729,0.01527106745741975,0.010572976233843234
0.43395523311992523,0.44003208601014066,0.014003409629435349,0.006076852890215423
0.4782517223677859,0.4912611838268347,0.027202121499197117,0.013009461459048799
0.7186556379636115,0.7191060445203202,0.0006267348823491723,0.00045040655670869345
0.8128213084045903,0.8309573345187188,0.02231243931058591,0.018136026114128456
0.4818801925138363,0.48645694585674415,0.009497699664790527,0.004576753342907858
0.5959624874787989,0.6343800914954353,0.06446312448147687,0.03841760401663641
0.6382456453602301,0.7000917623619828,0.09690017856188635,0.06184611700175269
0.6966516613956163,0.7121384397741244,0.0222303042348067,0.015486778378508093
0.6782127102733174,0.7576284727269823,0.1170956563489655,0.07941576245366488
0.6137519365519594,0.6411405329836214,0.04462486356545019,0.027388596431662027
0.7163703367081313,0.7479668107707276,0.04410634059443127,0.03159647406259625
0.5796726394279029,0.6116763512321499,0.055209974781339446,0.03200371180424699
0.7223496682664668,0.7299048844251032,0.010459222853618402,0.007555216158636302
0.45604969406944273,0.4803014692621231,0.05317792229236213,0.024251775192680347
0.2822289329771845,0.31834875429387793,0.1279805756825555,0.036119821316693446
0.7775802730697261,0.7937967967998348,0.02085511205947812,0.016216523730108734
0.5567394091735278,0.582650172135092,0.04654019912121601,0.025910762961564138
0.5097212581996741,0.5287203956722071,0.03727358270211764,0.018999137472533012
0.508691874209108,0.5484672502542631,0.0781914908843318,0.03977537604515513
0.47502051434057807,0.5338316660411871,0.12380760393527536,0.05881115170060908
0.6102492000050498,0.6287394077819598,0.03029943796199489,0.018490207776910017
0.7851245377666376,0.8110850848165735,0.033065514833841736,0.02596054704993589
0.20511871986772293,0.3475167928655893,0.694222707170248,0.14239807299786636
0.4648791624696124,0.5155361788002017,0.10896813714230655,0.05065701633058933
0.6014145685084779,0.6047233542143917,0.005501672023209762,0.0033087857059138637
0.7344981893198229,0.759476326696996,0.034007078220715525,0.024978137377173137
0.4809170019855314,0.5066481013629184,0.05350424142035453,0.02573109937738699
0.5567113641211129,0.5590014013027407,0.004113508954937718,0.002290037181627791
0.7497119978168532,0.7499204695464644,0.0002780690854865786,0.00020847172961124816
0.2728682627410334,0.2996518601581576,0.09815578091814689,0.026783597417124216
0.42427197663140215,0.4727072317828565,0.11416086335943372,0.04843525515145436
0.5804604693420115,0.6228043523031863,0.07294877980092998,0.04234388296117486
0.5268091461912091,0.5803141439868302,0.10156429170309261,0.05350499779562112
0.39306211072106656,0.4189173746924131,0.0657790798607259,0.02585526397134652
0.46800809819713074,0.4945971190336,0.05681316400057168,0.026589020836469246
0.5943038995614007,0.6146444552650426,0.03422584929806676,0.020340555703641905
0.31945792476886903,0.3924052753969678,0.22834728761503378,0.07294735062809876
0.6906609725956626,0.7054547089304793,0.021419679005776845,0.014793736334816732
0.7100376106950236,0.7107652846545756,0.001024838612196459,0.0007276739595519777
0.6345128978414877,0.6792322939034992,0.07047830897392279,0.044719396062011474
0.7529318332580317,0.7582684777476948,0.007087818915253922,0.005336644489663089
0.6093098149151198,0.6105626159191079,0.0020560985123185315,0.0012528010039880577
0.6959023159281544,0.7440428069773096,0.06917708124731295,0.04814049104915519
0.6658516829947715,0.6775935938374504,0.017634423915349855,0.011741910842678949
0.6433896911675779,0.6833352103074338,0.06208604161401094,0.03994551913985589
0.8190327236745651,0.8233509909994403,0.005272399014170515,0.004318267324875169
0.5105289028254658,0.5231629995620848,0.024747074390297902,0.012634096736618972
0.507308732956878,0.5106719361292208,0.006629499856507933,0.0033632031723428435
0.647670336590224,0.7046686776710808,0.0880051746401336,0.056998341080856774
0.621121171859411,0.6601640216593778,0.06285866843515697,0.03904284979996686
0.3532247629636158,0.37929912265037097,0.07381804001505113,0.026074359686755144
0.6763160383953187,0.6860856317349633,0.014445307792529467,0.009769593339644556
0.4458608095287216,0.4765728243980798,0.06888251717351218,0.030712014869358206
0.6124445083405994,0.6489235461627009,0.05956300909765749,0.03647903782210149
0.49706318157081275,0.5340738700067843,0.074458720356255,0.03701068843597155
0.5201571660193787,0.5273398121151486,0.0138086074075202,0.007182646095769907
0.5018496183574184,0.5361899564672016,0.068427546527147,0.03434033810978321
0.5134314263884674,0.5283330362830158,0.02902356406067293,0.014901609894548362
0.53727903214366,0.5427881876445323,0.010253807000231518,0.005509155500872276
0.7752162141290594,0.8120560692934756,0.047522039004053995,0.036839855164416235
0.6010853668894092,0.6060339123081057,0.008232683228182715,0.004948545418696493
0.590950951093822,0.6024591285203637,0.0194739976392974,0.011508177426541644
0.4249263219374675,0.44775889929026014,0.05373302658373023,0.02283257735279265
0.35696075606424077,0.3737508579677233,0.047036268324299677,0.016790101903482513
0.7024810587846407,0.716034651909264,0.01929389120907009,0.013553593124623231
0.521988308780937,0.5455833616196253,0.045202263042619935,0.023595052838688235
0.6791174819010596,0.6992939730880061,0.0297098686525729,0.020176491186946532
0.570408758002045,0.5851299508471357,0.025808146594126943,0.014721192845090658
0.7652730557304003,0.7658841530242747,0.0007985349664391091,0.0006110972938744297
0.6060375624841894,0.6100010603558161,0.00654002015218348,0.003963497871626753
0.40711371546192415,0.44256432529771983,0.0870779059741878,0.03545060983579568
0.349833113890399,0.371552889132614,0.0620861044304104,0.021719775242214967
0.7186423334314448,0.7408502218762332,0.030902560859096557,0.022207888444788382
0.4401700032877537,0.5154237185327908,0.1709651150304335,0.0752537152450371
0.5734556059381019,0.579658982405167,0.010817535660702447,0.006203376467065147
0.5886525826854283,0.6099884869549602,0.03624532516649751,0.021335904269531913
0.4176581579210402,0.43143037702737835,0.03297485957150111,0.013772219106338135
0.758772017132109,0.8007424139459045,0.05531358018766806,0.04197039681379555
0.5989395694335659,0.6041412252317169,0.008684775666216829,0.005201655798151017
0.5981458575628188,0.6212763656234351,0.0386703473210748,0.02313050806061634
0.5297120558743045,0.5511871094448205,0.04054099455046548,0.021475053570516045
0.673342305946558,0.685369538394638,0.017861988385198237,0.012027232448080016
0.3852647445841769,0.43241576378626645,0.12238602120985781,0.04715101920208953
0.7374596255651407,0.7420413892254399,0.006212901020565178,0.004581763660299276
0.6772828293518065,0.6779677989978073,0.0010113494928793542,0.0006849696460008436
0.6884117345485401,0.7043071586003435,0.02308999578897017,0.015895424051803442
0.38762675972577293,0.4199945566955364,0.08350248314296499,0.032367796969763496
0.7365707759169038,0.7378130629322999,0.001686582004084602,0.0012422870153960819
0.3733695853183092,0.4153373973348908,0.11240286747192516,0.04196781201658156
0.48913148950256163,0.49645723846485657,0.01497705447209112,0.007325748962294931
0.5220432030019367,0.564271629022597,0.0808906729899586,0.04222842602066024
0.4748086779457922,0.49597106064827523,0.04457033682290683,0.02116238270248305
0.581879728286266,0.628110184101213,0.07945019145297173,0.046230455814947
0.5956016815642857,0.60109257536689,0.009219070349470802,0.0054908938026042575
0.4415816282798873,0.47096979281659057,0.0665520543759493,0.029388164536703287
0.1781813555423976,0.21960392105592635,0.23247418557028762,0.04142256551352874
0.6571144496653599,0.6717900340165994,0.022333376413672144,0.014675584351239501
0.5045871082410899,0.5319547849729475,0.0542377644709492,0.027367676731857582
0.604457780339293,0.6238224989693392,0.03203651149824959,0.019364718630046185
0.47962775589117507,0.4920937011841656,0.025990875506835785,0.012465945292990555
0.5559939969572717,0.6085352486684521,0.09449967445461145,0.0525412517111804
0.47964699978845615,0.5262585089562635,0.09717877770186177,0.04661150916780732
0.6688552324254942,0.6805603155666415,0.01750017428838944,0.011705083141147377
0.4535911125540357,0.5109370524070339,0.12642650674987957,0.057345939852998185
