user_id,spot_id,spot_name,compatibility,called,satisfaction
user_1,spot_0104,Theater 105,0.8370297736138403,True,0.6073592971732913
user_1,spot_0380,Gallery 381,0.8766977034768328,True,0.7771587533868687
user_1,spot_0342,Park 343,0.7465373212188023,True,0.5980673505087953
user_1,spot_0385,Bar 386,0.8388380063061388,True,0.5998019943965811
user_1,spot_0424,Library 425,0.7691264902798308,True,0.5548805489557876
user_1,spot_0244,Gym 245,0.8532735870527477,True,0.6917407205543669
user_1,spot_0041,Park 42,0.8584936974457753,True,0.6936761931889962
user_1,spot_0138,Bar 139,0.850950180442325,True,0.7287164336462777
user_1,spot_0042,Library 43,0.8431752156684241,True,0.673053183958422
user_1,spot_0358,Gallery 359,0.883429084996702,True,0.6153896561536776
user_1,spot_0362,Park 363,0.8499672256012275,True,0.6396652305685749
user_1,spot_0329,Gym 330,0.9367712025470759,True,0.7355316369426252
user_1,spot_0498,Cafe 499,0.7882849310251328,True,0.533801160052618
user_1,spot_0444,Restaurant 445,0.8778546588527248,True,0.6339131819680085
user_1,spot_0374,Gym 375,0.7277573562319737,True,0.6029193435252808
user_1,spot_0254,Theater 255,0.9356247487776576,True,0.8303892866811595
user_1,spot_0289,Gallery 290,0.8599434062904262,True,0.6972156330689393
user_1,spot_0354,Restaurant 355,0.7865526400788815,True,0.6986847792313708
user_1,spot_0010,Gym 11,0.7705584429651042,True,0.6147178135242937
user_1,spot_0255,Library 256,0.9213704144935957,True,0.7336125665232357
user_2,spot_0347,Library 348,0.7880035775762375,True,0.6084387564445083
user_2,spot_0221,Gym 222,0.6925117502284142,False,0.0
user_2,spot_0312,Gym 313,0.6832654264742096,False,0.0
user_2,spot_0166,Cafe 167,0.5890378037427926,False,0.0
user_2,spot_0223,Cafe 224,0.7765452406823682,True,0.5955003424868156
user_2,spot_0467,Cafe 468,0.7653353393614394,True,0.6580461507434154
user_2,spot_0141,Library 142,0.7528592254850811,True,0.5847411409616659
user_2,spot_0375,Park 376,0.6067878865013605,False,0.0
user_2,spot_0472,Gym 473,0.534993923974766,False,0.0
user_2,spot_0129,Cafe 130,0.7043014348658743,True,0.5455711428975226
user_2,spot_0354,Restaurant 355,0.8316567674292303,True,0.6167798134001352
user_2,spot_0247,Gym 248,0.8082533765717652,True,0.5563367804871441
user_2,spot_0340,Gallery 341,0.7397253957762921,True,0.5440990536952949
user_2,spot_0310,Theater 311,0.9203001358775837,True,0.7955398881616316
user_2,spot_0096,Library 97,0.7645351562077366,True,0.5547281414228663
user_2,spot_0422,Theater 423,0.8015104675427845,True,0.6116518491698364
user_2,spot_0302,Library 303,0.8055162614294595,True,0.67160522472935
user_2,spot_0227,Gallery 228,0.559622641167506,False,0.0
user_2,spot_0012,Gym 13,0.7203142523944978,True,0.5956765065116376
user_2,spot_0386,Bar 387,0.8848486541106007,True,0.6669508420409487
user_3,spot_0460,Gym 461,0.8038313052063597,True,0.7220927554544236
user_3,spot_0011,Bar 12,0.7817633636599134,True,0.6454596466696075
user_3,spot_0243,Park 244,0.7443225153534945,True,0.5888491888845507
user_3,spot_0316,Gallery 317,0.7783702366206846,True,0.6664506648311341
user_3,spot_0338,Park 339,0.8409821320419156,True,0.6909399497466147
user_3,spot_0055,Cafe 56,0.9040885895173639,True,0.6510138454669051
user_3,spot_0187,Gallery 188,0.8607966573633627,True,0.7106470135835448
user_3,spot_0155,Theater 156,0.8000238263299873,True,0.5556026481133975
user_3,spot_0080,Cafe 81,0.7780781229639534,True,0.7095819586101069
user_3,spot_0167,Cafe 168,0.889998525429722,True,0.6597667791288135
user_3,spot_0375,Park 376,0.8750516546668927,True,0.616636249333083
user_3,spot_0468,Park 469,0.6924791273260444,False,0.0
user_3,spot_0032,Restaurant 33,0.9307734642196165,True,0.7987055602206994
user_3,spot_0408,Cafe 409,0.8618014374665388,True,0.752735581718118
user_3,spot_0259,Cafe 260,0.841302135128453,True,0.7598370456884637
user_3,spot_0383,Gym 384,0.7667887304693349,True,0.6976620920181762
user_3,spot_0452,Bar 453,0.8175871404643299,True,0.6188996137943813
user_3,spot_0307,Theater 308,0.6243063971199692,False,0.0
user_3,spot_0224,Gallery 225,0.7266428498332443,True,0.6636818872743419
user_3,spot_0058,Cafe 59,0.7200677177425462,True,0.5069949829477508
user_4,spot_0088,Bar 89,0.830226386277865,True,0.7402563203849233
user_4,spot_0239,Restaurant 240,0.9023253972318332,True,0.7103152625758429
user_4,spot_0177,Cafe 178,0.8743357020517141,True,0.6431098446579381
user_4,spot_0018,Bar 19,0.85547607131234,True,0.6672268642694641
user_4,spot_0083,Park 84,0.8729223019733409,True,0.7327667805568125
user_4,spot_0149,Gallery 150,0.8685875407438569,True,0.7270230421229147
user_4,spot_0303,Gallery 304,0.8672687632410115,True,0.6562398760793839
user_4,spot_0467,Cafe 468,0.8410774305269499,True,0.6038954110643897
user_4,spot_0404,Park 405,0.9375946697889822,True,0.6856073640974629
user_4,spot_0274,Park 275,0.8653316709218749,True,0.6733905966604218
user_4,spot_0246,Park 247,0.9288471388351418,True,0.6824380439052479
user_4,spot_0017,Cafe 18,0.8504117484442452,True,0.6625574293206052
user_4,spot_0077,Library 78,0.8961524863199175,True,0.626633622116402
user_4,spot_0001,Theater 2,0.8363281926308761,True,0.6359948009266451
user_4,spot_0261,Library 262,0.904199078425139,True,0.7236574399371094
user_4,spot_0161,Theater 162,0.834572579387311,True,0.6188791745918483
user_4,spot_0270,Park 271,0.8592967211010495,True,0.7855208179921022
user_4,spot_0320,Library 321,0.9494884330692756,True,0.7085319631017133
user_4,spot_0346,Theater 347,0.9106030292267758,True,0.7330523673323833
user_4,spot_0428,Bar 429,0.9011299483881083,True,0.6280276021821429
user_5,spot_0022,Restaurant 23,0.8226623599144258,True,0.7248553429238427
user_5,spot_0420,Theater 421,0.8580257128937057,True,0.5890698437295622
user_5,spot_0162,Gallery 163,0.9449509348946541,True,0.7743090413846289
user_5,spot_0350,Theater 351,0.7099204740281236,True,0.4702167266212879
user_5,spot_0112,Library 113,0.8211676471649741,True,0.7546018313844085
user_5,spot_0327,Library 328,0.8436723848826476,True,0.7040173418929005
user_5,spot_0498,Cafe 499,0.7389029889725439,True,0.5468106867588101
user_5,spot_0101,Gym 102,0.7910069019987328,True,0.6669746840968642
user_5,spot_0118,Restaurant 119,0.7615868380493465,True,0.6336862191341238
user_5,spot_0285,Gallery 286,0.8305157655057531,True,0.565097827480165
user_5,spot_0374,Gym 375,0.7159208963477585,True,0.5386825307295614
user_5,spot_0497,Theater 498,0.8278256027891153,True,0.7118764646851566
user_5,spot_0459,Theater 460,0.7862035235246511,True,0.6621763259747929
user_5,spot_0364,Cafe 365,0.9428672174608025,True,0.8032173430018554
