event_id,category,event_date,tickets_sold,gross_revenue,net_profit,roi,total_conversions,total_marketing_cost,payment_processing_fee,platform_fee,total_costs,conversion_rate,marketing_start_days_before,marketing_duration_days
event_0000,technology,1776320217.3622942,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,36.53364747165308,31.16199686085465
event_0001,health,1767833000.1630046,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,53.674313405846654,28.25003596490158
event_0002,science,1766476920.5031903,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,32.684397082490236,32.415556773526504
event_0003,business,1772284481.172189,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,31.793253948282675,46.04809710614172
event_0004,health,1770935360.4251204,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,53.656854773606206,49.187530649638894
event_0005,technology,1772287574.8444862,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,34.041965212828565,53.16256523956119
event_0006,business,1774682795.1602433,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,35.59880186847312,37.73461101251144
event_0007,technology,1779483884.855469,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,32.066297500834786,32.34071338610916
event_0008,business,1781039983.6700158,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,41.37130708999732,33.1949601227202
event_0009,art,1770462009.288426,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,49.7486825213946,43.090782604615335
event_0010,technology,1779767724.243813,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,39.67800119738382,45.94531003398205
event_0011,business,1766554404.645932,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,56.20478332741717,33.6582128032859
event_0012,technology,1773137320.9710832,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,45.77464087843235,47.63679260409195
event_0013,science,1768030752.908827,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,36.262142804805045,41.75935403999168
event_0014,science,1775690637.9702027,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,58.147315730995814,39.64668967587309
event_0015,art,1781102809.5659516,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,32.11164388830732,36.50932736830555
event_0016,health,1772956493.0386813,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,35.68381239320027,42.733376610223516
event_0017,science,1769870344.778192,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,33.165425456974674,45.88148039686518
event_0018,health,1767291456.6151378,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,35.411896158002044,39.24360086121706
event_0019,art,1768433565.6640487,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,39.454649884271916,55.760963737307556
event_0020,technology,1779810240.9033213,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,48.252401107711165,43.76805167851995
event_0021,health,1768555966.877095,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,43.42499366994748,39.11853572730331
event_0022,health,1779377752.7958405,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,39.05524961797196,36.40935092838886
event_0023,health,1768936288.3047137,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,38.27871410230817,43.50256829198898
event_0024,science,1773944565.5867252,37,1850.0,-398.0,-0.17704626334519574,37,2100.0,55.5,92.5,2248.0,0.001875,34.1522458042923,38.27832100472979
