event_id,category,event_date,tickets_sold,gross_revenue,net_profit,roi,total_conversions,total_marketing_cost,payment_processing_fee,platform_fee,total_costs,conversion_rate,marketing_start_days_before,marketing_duration_days
event_0000,technology,1776319963.8782072,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,35.3812171651145,38.485530737855456
event_0001,art,1767832746.6789176,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,48.850988994579254,46.844746591022385
event_0002,business,1766476667.0191033,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,33.79817632230091,39.113762013623564
event_0003,technology,1778928057.2145534,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,53.84285037711254,46.96744537933094
event_0004,technology,1771999746.235539,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,58.42930550638052,39.53382730503317
event_0005,science,1772049468.355933,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,43.98743934520604,31.489050066950174
event_0006,health,1777714978.270314,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,45.69032380664561,37.9020758164075
event_0007,technology,1766874821.3017857,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,30.984185970260835,51.15064085503626
event_0008,science,1780598642.424235,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,35.05116980507286,32.01541808037477
event_0009,business,1773038601.1906755,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,46.99233729969229,48.54842641358064
event_0010,science,1768863638.3993778,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,53.21258747396185,55.565408504217366
event_0011,science,1766554151.161845,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,45.07987926072922,52.50837667618757
event_0012,technology,1773137067.4869962,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,50.61119152626027,44.254975499294815
event_0013,art,1768030499.42474,30,1500.0,-720.0,-0.32432432432432434,30,2100.0,45.0,75.0,2220.0,0.0015,43.96371681104528,37.39191390006696
