user_id,traditional_score_3paths,quantum_score_6paths,information_advantage,path_diversity
user_0000,0.31702927186264407,1.236082424187742,0.9190531523250979,0.2675306688752756
user_0001,0.46299089917634634,1.2596496593202897,0.7966587601439434,0.29204811526903257
user_0002,0.19030068810111223,1.1353752694097903,0.945074581308678,0.23332131044917254
user_0003,0.48656072295720754,1.24359285513312,0.7570321321759124,0.31901501039748903
user_0004,0.48558303383689877,1.2508072402160733,0.7652242063791745,0.3403515178529591
user_0005,0.6125298742741467,1.281462139700326,0.6689322654261793,0.1960873181056223
user_0006,0.6587331838544149,1.2609752841308701,0.6022421002764552,0.27073539278693287
user_0007,0.17946469654587102,1.164269681694095,0.9848049851482239,0.08181411468308879
user_0008,0.4195180158716577,1.2663096315633062,0.8467916156916485,0.250032858144603
user_0009,0.4457246351550038,1.2444370316821631,0.7987123965271593,0.22632232358664642
user_0010,0.6671992289730906,1.2986097571644852,0.6314105281913946,0.14159554464889199
user_0011,0.16273489937346758,1.2702765500243576,1.10754165065089,0.2865866222346033
user_0012,0.560304253847663,1.2827837241753928,0.7224794703277297,0.2314628861533307
user_0013,0.279882570355347,1.2612459763665957,0.9813634060112487,0.23784985208729933
user_0014,0.41409791314450184,1.270154282951114,0.8560563698066123,0.32110879486242877
user_0015,0.359137035438629,1.2528335058406548,0.8936964704020258,0.2594230821535785
user_0016,0.7249428138935466,1.2610524307610822,0.5361096168675356,0.33878917154639665
user_0017,0.4602917682033373,1.1376907310539324,0.6773989628505951,0.2024551555848947
user_0018,0.5951140524875914,1.2533324975119333,0.6582184450243419,0.2887015120258644
user_0019,0.6423697364868466,1.2518154927379395,0.6094457562510929,0.27721692481533133
user_0020,0.5955743732860785,1.2575964641442028,0.6620220908581242,0.2672935154439195
user_0021,0.41580972658512405,1.2447728718579656,0.8289631452728415,0.38747951228243355
user_0022,0.6050718914196905,1.2440828165083075,0.639010925088617,0.3557812008341403
user_0023,0.4334881134674821,1.246308646081021,0.8128205326135389,0.2598779290930974
user_0024,0.33006394519676696,1.2493756618503604,0.9193117166535935,0.18774972823382427
user_0025,0.6481492738571221,1.2700964598196653,0.6219471859625433,0.2859858573217711
user_0026,0.3283343509926059,1.1397736418208044,0.8114392908281985,0.2020470185517059
user_0027,0.48985879682674305,1.2440687395208438,0.7542099426941008,0.32873541720064847
user_0028,0.3058755332455659,1.2486872033738092,0.9428116701282434,0.2861522945850529
user_0029,0.3899874405428915,1.2594147975661933,0.8694273570233019,0.22649497417501752
user_0030,0.6568045188804589,1.2544265856198629,0.597622066739404,0.2900968952942601
user_0031,0.44487487970935014,1.2621671657702342,0.8172922860608841,0.2225767427248472
user_0032,0.4193651279825348,1.2502704612996214,0.8309053333170866,0.3106539380137971
user_0033,0.8025191350920289,1.2708415813999516,0.46832244630792275,0.2854764867769294
user_0034,0.32790133348997336,1.274748928755749,0.9468475952657756,0.28840024456132285
user_0035,0.3931005472238318,1.250937928537101,0.8578373813132691,0.27966809194551717
user_0036,0.4328687632411416,1.2466819357876409,0.8138131725464992,0.26607946846525377
user_0037,0.41530502522597235,1.262072495246296,0.8467674700203237,0.2507136576379878
user_0038,0.3191901100425233,1.2606836851704277,0.9414935751279044,0.32262101796718917
user_0039,0.30211067431304106,1.256027919721205,0.9539172454081639,0.2708210261546322
user_0040,0.41816458156354697,1.2542781873114937,0.8361136057479467,0.22841589945968527
user_0041,0.3287588873361463,1.2467547065257718,0.9179958191896256,0.19500427919853652
user_0042,0.34327951462279793,1.2538981830793718,0.9106186684565739,0.39528709282155405
user_0043,0.5155678451358757,1.2463670951579893,0.7307992500221135,0.32315211610513994
user_0044,0.6317185162729556,1.263157206896296,0.6314386906233403,0.30618520325137266
user_0045,0.5343640850893947,1.2426745410681257,0.708310455978731,0.3270148529192009
user_0046,0.2355899437679343,1.2397362272244334,1.0041462834564991,0.22599185397877977
user_0047,0.4173975293915096,1.2491335791680442,0.8317360497765347,0.2930604263416518
user_0048,0.23930950283610994,1.2426220308230924,1.0033125279869826,0.25358608944049377
user_0049,0.519949852416906,1.2459026528220527,0.7259528004051466,0.32081789187567145
user_0050,0.6648880049025412,1.2515584646221143,0.5866704597195731,0.30090554206447545
user_0051,0.5072731731353093,1.25196659240628,0.7446934192709707,0.2884246865873329
user_0052,0.28153354948140474,1.2454892803182522,0.9639557308368475,0.27974399335437694
user_0053,0.4672127285002933,1.2701721544258069,0.8029594259255136,0.27984594116946154
user_0054,0.26049275628733176,1.2539882766296808,0.993495520342349,0.3265842437484346
user_0055,0.5484760558554678,1.2455282155707748,0.697052159715307,0.3086699501008405
user_0056,0.3851807853532864,1.2469866287129747,0.8618058433596882,0.24942192984886818
user_0057,0.12340061120204908,1.2471441351353885,1.1237435239333393,0.34887778789485113
user_0058,0.5527422289727183,1.2663928993891833,0.713650670416465,0.3003164539292594
user_0059,0.6253090616043182,1.2524971597998513,0.6271880981955331,0.3535773090872221
user_0060,0.4910791234710582,1.2781423815867952,0.787063258115737,0.13840740232287602
user_0061,0.2794235790577013,1.2374411776593588,0.9580175986016575,0.31067751651010866
user_0062,0.5372814516002933,1.2529817247649198,0.7157002731646265,0.23896164617034474
user_0063,0.48152093050271777,1.272423258772887,0.7909023282701693,0.21870534651101542
user_0064,0.26033151526640724,1.2639286318347458,1.0035971165683386,0.26419083639715646
user_0065,0.5751909221939913,1.2586604588033634,0.6834695366093722,0.28653766852310464
user_0066,0.4478925800354687,1.1510097694873187,0.70311718945185,0.1379080263601244
user_0067,0.5737746328461502,1.249136369617221,0.6753617367710709,0.2973324668310963
user_0068,0.5006580990661014,1.2502036996173707,0.7495456005512693,0.21734198507380387
user_0069,0.13472682883800727,1.2555141949634925,1.1207873661254852,0.280749462205083
user_0070,0.36210479693145803,1.1386391806740777,0.7765343837426196,0.18433540043414035
user_0071,0.4140023043029162,1.2425126301777132,0.828510325874797,0.30318453736824386
user_0072,0.4134377333412458,1.2453819482336406,0.8319442148923948,0.3403312688484983
user_0073,0.5164544271359057,1.2941368345278321,0.7776824073919264,0.18965453542715757
user_0074,0.653588243269809,1.2899750961651006,0.6363868528952916,0.14229838927349225
user_0075,0.6397319891978118,1.2462062412616608,0.606474252063849,0.24061590550487794
user_0076,0.562000114322218,1.243141380936104,0.6811412666138861,0.23413492660802085
user_0077,0.2966438794412557,1.1390645311766279,0.8424206517353722,0.1909975745172715
user_0078,0.3801447432896078,1.246804396862705,0.8666596535730972,0.2097855100933004
user_0079,0.5110829095352596,1.2895637627075203,0.7784808531722607,0.1645615167210347
user_0080,0.2239781930014479,1.2539777696906584,1.0299995766892105,0.3317523248772847
user_0081,0.46371389224320925,1.2488211035137338,0.7851072112705245,0.19472263818628752
user_0082,0.24881650414500994,1.1453652459162753,0.8965487417712654,0.20641917467822138
user_0083,0.34331440120802714,1.144597536614749,0.8012831354067218,0.2190318779955751
user_0084,0.19866812798457176,1.142986483688311,0.9443183557037392,0.22800812569695145
user_0085,0.3186215064837252,1.2451270394539735,0.9265055329702483,0.24431741002823643
user_0086,0.12526182831336502,1.268569898676155,1.14330807036279,0.3280221936436262
user_0087,0.5857168307514516,1.2591225415770706,0.673405710825619,0.23082836351896555
user_0088,0.07149178834917178,1.1369884265829906,1.065496638233819,0.23898278606556295
user_0089,0.505068341761081,1.2443022557430476,0.7392339139819667,0.27115224158073903
user_0090,0.5905204129144772,1.2478460170122512,0.657325604097774,0.3563378622479403
user_0091,0.6254356866714089,1.2583234425966698,0.6328877559252609,0.2778794390574464
user_0092,0.4039393912339559,1.245081231298611,0.8411418400646551,0.34457852107658193
user_0093,0.48553068251846904,1.28693864564725,0.8014079631287809,0.15383429593683695
user_0094,0.5665207544511452,1.2655863723664882,0.6990656179153429,0.2826793527310068
user_0095,0.5385543045370285,1.2448958340362073,0.7063415294991788,0.23278772726017866
user_0096,0.4232584371508802,1.251687424913023,0.8284289877621428,0.19180995343314744
user_0097,0.5302843688707144,1.2482082866357747,0.7179239177650603,0.28941883689440007
user_0098,0.3289612883563199,1.2429111967137427,0.9139499083574228,0.31155605422383886
user_0099,0.4964522822717101,1.237338802269428,0.7408865199977179,0.3409068099829302
user_0100,0.31197942017901453,1.2575855005861776,0.9456060804071631,0.23070031478373434
user_0101,0.41317242117544817,1.2481741896757932,0.835001768500345,0.25039876765608426
