user_id,entanglement_strength,avg_path_correlation,num_paths
user_0000,0.7065463320767913,0.6478555984921496,6
user_0001,0.6794197248534787,0.6153036698241745,6
user_0002,0.7437484834106334,0.6924981800927601,6
user_0003,0.6486907433593254,0.5784288920311904,6
user_0004,0.6198999111705878,0.5438798934047054,6
user_0005,0.7798167425147381,0.7357800910176857,6
user_0006,0.7265765431047249,0.6718918517256699,6
user_0007,0.9120117185998349,0.894414062319802,6
user_0008,0.7362663089167949,0.6835195707001541,6
user_0009,0.7506118168890592,0.7007341802668711,6
user_0010,0.840954990229263,0.8091459882751157,6
user_0011,0.7274360683563917,0.6729232820276702,6
user_0012,0.7423254147970099,0.6907904977564119,6
user_0013,0.7490001115383677,0.6988001338460411,6
user_0014,0.6562201918976109,0.5874642302771331,6
user_0015,0.7090727941441402,0.6508873529729683,6
user_0016,0.6450471237831038,0.5740565485397245,6
user_0017,0.7735885620680567,0.7283062744816681,6
user_0018,0.6799958716357142,0.6159950459628568,6
user_0019,0.6919364737462133,0.6303237684954558,6
user_0020,0.7103131944639469,0.6523758333567362,6
user_0021,0.5814082829255871,0.49768993951070456,6
user_0022,0.6088686234723802,0.5306423481668563,6
user_0023,0.7057187500319739,0.6468625000383684,6
user_0024,0.7923435929214709,0.7508123115057651,6
user_0025,0.6819031265051156,0.6182837518061387,6
user_0026,0.7770669895625982,0.7324803874751178,6
user_0027,0.6391184828420869,0.5669421794105045,6
user_0028,0.6763593401637409,0.611631208196489,6
user_0029,0.7561029034388917,0.70732348412667,6
user_0030,0.6739555723080151,0.608746686769618,6
user_0031,0.7721929846407833,0.7266315815689399,6
user_0032,0.6497106174004866,0.5796527408805842,6
user_0033,0.7421425525415399,0.6905710630498479,6
user_0034,0.6960491182575065,0.6352589419090079,6
user_0035,0.6898282857877351,0.6277939429452822,6
user_0036,0.7023291102615891,0.6427949323139068,6
user_0037,0.7358260543795911,0.6829912652555093,6
user_0038,0.6463396215204198,0.5756075458245038,6
user_0039,0.7026199915194502,0.64314398982334,6
user_0040,0.7442208043508696,0.6930649652210437,6
user_0041,0.7910788456113439,0.7492946147336128,6
user_0042,0.575378054309758,0.4904536651717097,6
user_0043,0.6536501578479912,0.5843801894175893,6
user_0044,0.688176946860281,0.6258123362323373,6
user_0045,0.6372246837515338,0.5646696205018407,6
user_0046,0.7479192211208214,0.6975030653449857,6
user_0047,0.6690413523021116,0.6028496227625341,6
user_0048,0.7160979131749003,0.6593174958098803,6
user_0049,0.6394923269207101,0.5673907923048522,6
user_0050,0.6678423199095196,0.6014107838914237,6
user_0051,0.7066053395046631,0.6479264074055957,6
user_0052,0.6826250540466519,0.6191500648559821,6
user_0053,0.7509776739612786,0.7011732087535344,6
user_0054,0.6560303350433726,0.5872364020520471,6
user_0055,0.6878281547119716,0.6253937856543659,6
user_0056,0.7317151753982256,0.6780582104778706,6
user_0057,0.6233927907601047,0.5480713489121256,6
user_0058,0.6637232249579426,0.5964678699495313,6
user_0059,0.620500710341859,0.5446008524102309,6
user_0060,0.8443031124444481,0.8131637349333377,6
user_0061,0.6564513776576424,0.5877416531891709,6
user_0062,0.7399342804518305,0.6879211365421968,6
user_0063,0.7742027154193276,0.729043258503193,6
user_0064,0.7095325814827395,0.6514390977792872,6
user_0065,0.6808450574447796,0.6170140689337354,6
user_0066,0.8512144778816886,0.8214573734580263,6
user_0067,0.6664893132606817,0.5997871759128182,6
user_0068,0.7635211970066086,0.7162254364079302,6
user_0069,0.7011556393919994,0.6413867672703994,6
user_0070,0.791840330541971,0.7502083966503654,6
user_0071,0.6674138772492324,0.6008966526990789,6
user_0072,0.6208418470325751,0.5450102164390901,6
user_0073,0.7858470068311946,0.7430164081974335,6
user_0074,0.8395582166235478,0.8074698599482574,6
user_0075,0.7296544161302881,0.6755852993563458,6
user_0076,0.7370179842044607,0.6844215810453529,6
user_0077,0.7915252531321184,0.749830303758542,6
user_0078,0.7651968570939747,0.7182362285127696,6
user_0079,0.8160275418470564,0.7792330502164676,6
user_0080,0.6324537325414401,0.558944479049728,6
user_0081,0.7824598398478134,0.7389518078173761,6
user_0082,0.7704918785901772,0.7245902543082126,6
user_0083,0.7577713891406621,0.7093256669687947,6
user_0084,0.7468953435004809,0.6962744122005771,6
user_0085,0.7345913710140134,0.681509645216816,6
user_0086,0.645952779737974,0.5751433356855686,6
user_0087,0.7640555183518902,0.7168666220222683,6
user_0088,0.7430987692896087,0.6917185231475305,6
user_0089,0.716974825666423,0.6603697907997076,6
user_0090,0.600321719216708,0.5203860630600495,6
user_0091,0.6983702992919645,0.6380443591503574,6
user_0092,0.6239167209698724,0.5487000651638468,6
user_0093,0.8477167184654859,0.8172600621585828,6
user_0094,0.7264115867522392,0.671693904102687,6
user_0095,0.7432455802245592,0.6918946962694709,6
user_0096,0.7856878513155957,0.742825421578715,6
user_0097,0.673274032974349,0.6079288395692187,6
user_0098,0.659660491907134,0.5915925902885608,6
user_0099,0.6187468646741218,0.5424962376089459,6
user_0100,0.772113591716999,0.7265363100603989,6
user_0101,0.7169674912608478,0.660360989513017,6
user_0102,0.8554701412302168,0.8265641694762602,6
user_0103,0.8096609992180736,0.7715931990616883,6
user_0104,0.7521408168307454,0.7025689801968944,6
user_0105,0.6984734451774259,0.6381681342129112,6
user_0106,0.6565383971634788,0.5878460765961745,6
user_0107,0.7228721171276674,0.6674465405532009,6
user_0108,0.7023633835920031,0.6428360603104036,6
user_0109,0.6799925931721196,0.6159911118065436,6
user_0110,0.6776314079386615,0.6131576895263939,6
user_0111,0.7617491560266965,0.7140989872320358,6
user_0112,0.746878059478315,0.6962536713739783,6
user_0113,0.8265169441819439,0.7918203330183327,6
user_0114,0.7351305647967764,0.6821566777561318,6
user_0115,0.8414827062862483,0.8097792475434978,6
user_0116,0.7973476121853624,0.7568171346224349,6
user_0117,0.6785107417098454,0.6142128900518145,6
user_0118,0.6937117768360856,0.6324541322033029,6
user_0119,0.8113118725812184,0.7735742470974623,6
user_0120,0.6768782614415989,0.6122539137299187,6
user_0121,0.7239163262483159,0.6686995914979791,6
user_0122,0.6901309751141986,0.6281571701370383,6
user_0123,0.7753935862061949,0.7304723034474336,6
user_0124,0.729039108106542,0.6748469297278507,6
user_0125,0.7130377618829824,0.655645314259579,6
user_0126,0.7908590424531606,0.749030850943793,6
user_0127,0.7369318708070208,0.6843182449684251,6
user_0128,0.6710207935110784,0.6052249522132941,6
user_0129,0.612642533687374,0.535171040424849,6
user_0130,0.77691502430975,0.7322980291717002,6
user_0131,0.703308931778778,0.6439707181345337,6
user_0132,0.7357123776937076,0.6828548532324492,6
user_0133,0.7096945740789722,0.6516334888947668,6
user_0134,0.8521961895397068,0.8226354274476482,6
user_0135,0.7948609375563435,0.7538331250676122,6
user_0136,0.7196287524609501,0.6635545029531401,6
user_0137,0.6746307209887772,0.6095568651865328,6
user_0138,0.8071129510786622,0.7685355412943946,6
user_0139,0.7112834217817122,0.6535401061380548,6
user_0140,0.8127511390940084,0.7753013669128104,6
user_0141,0.6750361343495852,0.6100433612195021,6
user_0142,0.6543608828151046,0.5852330593781254,6
user_0143,0.7015633302674978,0.6418759963209975,6
user_0144,0.7228319242453787,0.6673983090944542,6
user_0145,0.6732918877230918,0.6079502652677103,6
user_0146,0.7493963215157282,0.699275585818874,6
user_0147,0.631393698470811,0.5576724381649731,6
user_0148,0.7766994164393998,0.7320392997272799,6
user_0149,0.8344088645161042,0.8012906374193247,6
user_0150,0.6815833162057161,0.6178999794468593,6
user_0151,0.716734840879415,0.660081809055298,6
user_0152,0.8094418460155675,0.771330215218681,6
user_0153,0.8913106305602787,0.8695727566723342,6
user_0154,0.7576607916119805,0.7091929499343768,6
user_0155,0.6579739662133198,0.5895687594559837,6
user_0156,0.7432057634715131,0.6918469161658157,6
user_0157,0.6309079744236443,0.5570895693083734,6
user_0158,0.895942579114763,0.8751310949377155,6
user_0159,0.7285131752566706,0.6742158103080048,6
user_0160,0.6659280082974424,0.5991136099569307,6
user_0161,0.596986117232042,0.5163833406784504,6
user_0162,0.651690306157523,0.5820283673890274,6
user_0163,0.7127501426176724,0.6553001711412068,6
user_0164,0.722162287939529,0.666594745527435,6
user_0165,0.6793460531329762,0.6152152637595716,6
user_0166,0.6692744105910208,0.6031292927092251,6
user_0167,0.7010082360378241,0.6412098832453891,6
user_0168,0.7332171508430776,0.6798605810116929,6
user_0169,0.6761315700757294,0.6113578840908754,6
user_0170,0.6741607417092342,0.6089928900510808,6
user_0171,0.7405750993924586,0.6886901192709503,6
user_0172,0.6740392211486034,0.608847065378324,6
user_0173,0.7100785325731871,0.6520942390878247,6
user_0174,0.6374143674383826,0.5648972409260591,6
user_0175,0.6664113990893679,0.5996936789072415,6
user_0176,0.719678986970068,0.6636147843640818,6
user_0177,0.739287015107619,0.6871444181291427,6
user_0178,0.7002882258102671,0.6403458709723202,6
user_0179,0.8021084972987653,0.7625301967585185,6
user_0180,0.8589829236451394,0.830779508374167,6
user_0181,0.6739373091283967,0.6087247709540761,6
user_0182,0.6655139580631071,0.5986167496757286,6
user_0183,0.794778232690561,0.7537338792286732,6
user_0184,0.7824426698594378,0.7389312038313255,6
user_0185,0.7015865930777155,0.6419039116932587,6
user_0186,0.7837383906801126,0.7404860688161353,6
user_0187,0.7034698599061,0.6441638318873202,6
user_0188,0.7776262424758478,0.7331514909710174,6
user_0189,0.6758079518304302,0.6109695421965162,6
user_0190,0.7862903461628612,0.7435484153954334,6
user_0191,0.6872243859411169,0.6246692631293403,6
user_0192,0.8211520889523243,0.785382506742789,6
user_0193,0.7528851860113192,0.7034622232135829,6
user_0194,0.7192892121515782,0.6631470545818937,6
user_0195,0.7603683743808352,0.712442049257002,6
user_0196,0.7350175476610438,0.6820210571932525,6
user_0197,0.5688212993798838,0.48258555925586066,6
user_0198,0.7232958278898673,0.6679549934678408,6
user_0199,0.6742683642165394,0.6091220370598472,6
user_0200,0.7794541416387628,0.7353449699665154,6
user_0201,0.8325452252774908,0.7990542703329889,6
user_0202,0.7308529265888803,0.6770235119066562,6
