user_id,visit_num,distance_meters,within_geofence,dwell_time_minutes,valid_visit,quality_score
user_0000,0,0.8683086013013211,True,16.74455142301727,True,0.27907585705028787
user_0000,1,0.5572580122860467,True,70.85910149388476,True,1.0
user_0000,2,0.34316928333911995,True,72.24224748599764,True,1.0
user_0000,3,3.679207931648774,True,50.34237851539905,True,0.8390396419233175
user_0000,4,4.296051682239148,True,91.05688405557207,True,1.0
user_0000,5,0.8337316498803158,True,25.837651452910656,True,0.4306275242151776
user_0000,6,7.04282903415317,True,43.07752565815541,True,0.7179587609692568
user_0000,7,3.9225209227287,True,55.130985560621106,True,0.9188497593436851
user_0000,8,1.6528238284807446,True,35.18139376885115,True,0.5863565628141859
user_0000,9,5.7153729638781146,True,23.074630830799187,True,0.3845771805133198
user_0000,10,0.48968994213278416,True,118.22658247929093,True,1.0
user_0000,11,7.321612175362575,True,54.409236284212255,True,0.9068206047368709
user_0000,12,6.797340464364391,True,80.4210209253232,True,1.0
user_0000,13,7.264307994133401,True,76.19739458364722,True,1.0
user_0000,14,3.05892026447977,True,32.39373921411336,True,0.539895653568556
user_0000,15,6.93697197988501,True,38.913928129838624,True,0.6485654688306437
user_0000,16,9.353903130621742,True,96.60549609254572,True,1.0
user_0000,17,5.3351501438605275,True,68.06160617742027,True,1.0
user_0000,18,4.580087398698797,True,106.16197846640429,True,1.0
user_0000,19,7.240591882375766,True,89.39867785099278,True,1.0
user_0001,0,2.3723185070801356,True,47.928060616847674,True,0.7988010102807945
user_0001,1,2.422915229396453,True,10.909129460855267,True,0.18181882434758778
user_0001,2,0.42951132458952535,True,95.0495237235557,True,1.0
user_0001,3,4.238382004986696,True,119.5345656288116,True,1.0
user_0001,4,6.969814731265464,True,1.3777226331383563,False,0.0
user_0001,5,2.9669353725197514,True,32.01902279430514,True,0.5336503799050856
user_0001,6,5.604762479646174,True,54.44684475950477,True,0.9074474126584129
user_0001,7,9.404294966721999,True,60.0703335660358,True,1.0
user_0001,8,2.1994567545871027,True,35.81337497383595,True,0.5968895828972658
user_0001,9,5.161256341587095,True,91.50129600901815,True,1.0
user_0001,10,3.3560726267593624,True,0.06862753535322064,False,0.0
user_0001,11,4.636026728365653,True,105.44662533878211,True,1.0
