profile_id,avg_noise,noise_std,max_noise,correlation
profile_0000,0.189110082154168,0.5090158662027117,0.9749892447773331,0.22860907763100224
profile_0001,0.24620635631862056,0.6248206761611844,0.993501240321939,-0.32784700809543077
profile_0002,-0.07593909659426838,0.6057187878314234,0.9572130722067812,-0.11066957034722519
profile_0003,0.09614801524054177,0.6202424854502887,0.9541756163443378,-0.18890774288701564
profile_0004,-0.04034390028883884,0.47065246077316386,0.7904929692285123,0.33353313735613344
profile_0005,-0.040681144567964254,0.5642585708718241,0.9895233506365952,0.08411721282253992
profile_0006,-0.03612848388823107,0.5007981807595067,0.8763676264726689,0.24063144264773184
profile_0007,0.04117489808788302,0.6040369802911585,0.9975376064951103,-0.16051621819056922
profile_0008,-0.06698452573724693,0.6648410285801927,0.9961213802400968,-0.3440136216728364
profile_0009,-0.3090308161703362,0.5489902831936416,0.9538159275210801,-0.13562040998225275
profile_0010,-0.0799999993237326,0.5914884142997602,0.9805232576141677,0.01232135857583589
profile_0011,-0.10693493158649038,0.5057113353594384,0.9469494452979941,0.27502323853162736
profile_0012,0.05304703913722833,0.5360207689586363,0.8789958041317343,0.09413217924147117
profile_0013,0.16244504995359044,0.3936785215320104,0.9290069139909675,0.6026592535386717
profile_0014,-0.24939661410101044,0.45990523112260384,0.935514240580671,0.021128867198358797
profile_0015,0.1102895435152772,0.618471776211942,0.9841652113659661,-0.26028610705038074
profile_0016,-0.23534547314599222,0.6572479779757205,0.9689962572847513,-0.24843430485571877
profile_0017,-0.20028132697754905,0.6955610474538062,0.9954226894927138,-0.583190093749902
profile_0018,0.11994543255470173,0.6019403293468412,0.9687093649691588,-0.3006658304353006
profile_0019,-0.11332412935175196,0.5438133842410311,0.9607789032744504,0.054199308284397556
profile_0020,-0.17125316408004373,0.5717176976804226,0.9347062577364272,-0.26986125640471204
profile_0021,0.14186144256673647,0.5687736098397913,0.8808641736864395,0.09351589125587698
profile_0022,-0.011112364764115007,0.537293792170352,0.8845713295808978,0.14311038669864734
profile_0023,-0.057428295179775206,0.5349935902114122,0.8929640222905824,0.11084871059582552
profile_0024,-0.00521731248469721,0.6240284383279082,0.99033030039166,-0.2167520960349688
profile_0025,-0.00960238770156202,0.47010862508997336,0.8725544807178612,0.3809258235030315
profile_0026,0.028246065668290132,0.6338411722047717,0.9762060329309629,-0.2884865358635266
profile_0027,-0.282869712575967,0.5077389479797695,0.8640640283752794,0.21827636242190523
profile_0028,-0.20690655206234612,0.6222027632084315,0.9668891040483611,-0.40874552692004273
profile_0029,0.12224667949338458,0.6892895552403682,0.9811496871982601,-0.4520546969404893
profile_0030,0.060808833783937845,0.5338423396292982,0.9983087217813705,0.06709680048207775
profile_0031,0.021591948937358423,0.5567596575717815,0.9300261888736898,-0.03269279017584875
profile_0032,-0.2098332120308409,0.4263862710380714,0.940363670730183,0.3426724084236681
profile_0033,0.3561867783223113,0.5075523443132521,0.9152044632748783,-0.37478043774618247
profile_0034,0.22489773480272435,0.5037109675257433,0.9271717708154309,0.18219215764304164
profile_0035,0.051024627291407505,0.46326128899284,0.8934127034364611,0.3919577894160195
profile_0036,0.06179966447167514,0.5035101987279801,0.8241133182934683,0.21924357449264648
profile_0037,0.05281648333570435,0.3987333887491287,0.830569169721415,0.5421688917934135
profile_0038,0.1877639052237372,0.5063230822909416,0.9225166461352642,0.15620746629419163
profile_0039,0.03580182238047516,0.5891532540235463,0.9357711492861219,-0.1813525004811712
profile_0040,0.2454773742908055,0.5034672040465364,0.9941039164160069,0.0420979786722292
profile_0041,-0.02101226865153183,0.5580654780139072,0.9730335480948623,-0.21770275396072725
profile_0042,0.10126529331911126,0.4090065618783641,0.7883397157885185,0.5445556669463176
profile_0043,-0.10243214074905566,0.6814349225530361,0.9999078285092092,-0.38110803815600086
profile_0044,0.012147122030744029,0.5054838231585272,0.8322108566321977,0.23808944416823494
profile_0045,0.052433422675464546,0.6622686216138257,0.974321574502534,-0.28677066506565635
profile_0046,0.0661694644545452,0.5848492817411729,0.9838443515146713,-0.09243999721318008
profile_0047,-0.09357265326762475,0.5702985506843069,0.9607875672145786,-0.056883545676815944
profile_0048,-0.03552571055689863,0.6202805592112902,0.9133371019443256,-0.3016704302333986
profile_0049,-0.11373366289809832,0.5911047940929208,0.8803199797582254,-0.08500265980754934
profile_0050,0.0845550412296383,0.549984922531546,0.9143870380419787,0.011761851308853988
profile_0051,0.27117179027715027,0.508101830207781,0.8793441152476942,0.033924300140872866
profile_0052,0.23210490913159001,0.48989860123059414,0.8994738919092092,0.21167879908310222
profile_0053,0.07004075356883857,0.6331499300207286,0.9858516327439362,-0.23103966870987844
profile_0054,0.025536955150069374,0.5833974329084695,0.9463909257074669,-0.05151821535235304
profile_0055,0.0298159560674529,0.6148381234009253,0.9939181227102202,-0.2811221435253599
profile_0056,-0.05824383273690173,0.5956265386235001,0.9900312604667979,-0.05076012248940562
profile_0057,-0.2048235715559786,0.3950553504087418,0.7878280266467313,0.5457710613626161
profile_0058,-0.23419494870485877,0.5101487037663297,0.9084114452126061,0.13359505293210555
profile_0059,-0.07194502882411687,0.48251770307039027,0.7496320975879961,0.23733288186449158
profile_0060,-0.022921486095543647,0.5401177251879031,0.9995724168774514,0.16459535704084652
profile_0061,-0.01110482331752947,0.45538239857665774,0.6936736739834325,0.41998249421300926
profile_0062,-0.18536887234046873,0.5719297693932827,0.9881192147817541,-0.07569268829075976
profile_0063,-0.12198852170324352,0.5716970809993522,0.9276727608444477,-0.1669434375839294
profile_0064,0.018206594092931988,0.4434524205170501,0.9731468158216944,0.49066284566573104
profile_0065,0.1455767889868369,0.37204365874548195,0.7265751032867258,0.5129738401567105
profile_0066,-0.18160599493656035,0.5104147431552172,0.9342483936825201,0.14219728889080346
profile_0067,-0.09049338507757206,0.45355832023998627,0.7664375539421069,0.2814557996452566
profile_0068,0.2527911339340451,0.5194461471168954,0.9629803886544238,-0.22446878771805467
profile_0069,-0.17812630932115084,0.5705856987680443,0.9692036305742172,-0.14487878512647068
profile_0070,-0.2773019334626718,0.48832871436763914,0.8523413365658931,0.21405825085126412
profile_0071,-0.20371238239252196,0.5374396985118429,0.9974259229562153,0.14104306303632064
profile_0072,0.05958092365538676,0.6578178037305008,0.9540090313227872,-0.3611943970991061
profile_0073,0.02856474836473143,0.5145352807288616,0.901209423598883,0.19032514092216196
profile_0074,-0.05444498987274709,0.47099498852099303,0.6544343755569183,0.2544457225693548
profile_0075,-0.18760901252658704,0.4668433862742726,0.9041552908937254,0.37436723302417035
profile_0076,-0.2274843805363147,0.5185531711236738,0.8383371169625166,0.02050313907799109
profile_0077,0.19504565358214931,0.6063715216091203,0.9714895812113399,-0.2986067284114457
profile_0078,0.0875914326359577,0.5340549496821588,0.8848302925502406,0.0860919212068367
profile_0079,-0.17810162862597353,0.6136854836681522,0.9860813448990988,-0.17622948846291756
profile_0080,0.08064290720759335,0.5865470534782408,0.9367829588398046,0.04114568524348011
profile_0081,-0.15837632346766115,0.6157683017925146,0.9462615328819463,-0.21564133175810826
profile_0082,0.32740616711554954,0.4571594575913272,0.9672837131449531,0.08565768074744445
profile_0083,0.08366304548506998,0.5620551768325717,0.9778425294520467,0.0486378499978935
profile_0084,-0.14836333784440806,0.6096547976235006,0.9786425452636294,-0.26371068088352245
profile_0085,0.14745649789216955,0.6145066727861455,0.9005310356317582,-0.09857816727702637
profile_0086,0.019187842068493378,0.5918846568071751,0.9851396727692912,-0.09418220580651704
profile_0087,-0.045623467312488154,0.5930601884448763,0.9640261831220287,0.004390071450240493
profile_0088,0.14571863726077194,0.6349553033796314,0.9343177666798861,-0.3700268157097256
profile_0089,-0.1599171034344603,0.5482596221304522,0.900821538320958,0.02654673637130689
profile_0090,0.5339596114161522,0.2785352746765804,0.9049141607243691,0.4102600824481718
profile_0091,0.021052516227935626,0.5594657228821424,0.9034355674342144,0.02105215296246568
profile_0092,-0.07376018973184861,0.585145680160395,0.8917816180727334,-0.06516186931389814
profile_0093,-0.5992240031503518,0.3995945940236814,0.9745466021257082,-0.12805691890024862
profile_0094,-0.20401246795636796,0.4566793653052177,0.9693429016190941,-0.006845238247095986
profile_0095,-0.17257210831747946,0.4630672353256012,0.776835619966741,0.16494265214382972
profile_0096,-0.046326895525202826,0.5880698719793322,0.8861824918897983,-0.34588582525207495
profile_0097,0.19140838360606705,0.5576591401124915,0.9923129141001171,-0.00913960737363853
profile_0098,0.06853780405047837,0.4735498042145714,0.9279245034078422,0.4050284995178691
profile_0099,-0.0830435698245682,0.5863982050723004,0.9197697517413846,-0.05152197616587206
profile_0100,0.009845623081073026,0.46458675316346093,0.8318672919543134,0.33884479932936784
profile_0101,0.13400691663869757,0.6324491610085501,0.9059227315800504,-0.38720910192349534
profile_0102,-0.051756764127496475,0.4916218211137578,0.7598771496077484,0.20953627512364603
profile_0103,-0.020282238530235874,0.5457862046646882,0.943827879786922,-0.010535040131046752
profile_0104,-0.1992195864261951,0.5211393676664582,0.8958767655568026,0.017232921479949148
profile_0105,0.22489559194508782,0.586607293096304,0.9381262998988993,-0.2765953576432598
profile_0106,0.2734174513154172,0.5462097226295457,0.9340881457202825,-0.11236607560962728
profile_0107,-0.10170387519965456,0.48351764611207104,0.9676965076927446,0.3110641008902416
profile_0108,-0.31234992890019814,0.5675663032969179,0.8289589728944645,-0.3606120814302194
profile_0109,0.024121842120802556,0.5206109425844356,0.9476682675343469,0.19833982023712834
profile_0110,-0.09222194508667991,0.559231201464885,0.8836821654925616,0.10303634554773691
profile_0111,-0.1508445655126532,0.5068903969732458,0.8086238710907864,-0.030959608297685653
profile_0112,-0.12584378333879706,0.3722691164597799,0.9662681532059473,0.6757824870641808
profile_0113,-0.041092833645747534,0.47664744798684866,0.9053062089782412,0.37412254062098427
profile_0114,0.031502105401002505,0.46936937343723334,0.9945253512382912,0.3857180495370385
profile_0115,-0.2049864675250828,0.4993126426260997,0.9308259047499531,0.23267541897070404
profile_0116,0.1720135776994117,0.5989065257244144,0.9522505533811487,-0.1739963552904744
profile_0117,0.27596968271797245,0.48706221623468265,0.889142104709985,0.19108754563732105
profile_0118,-0.23712405627047492,0.5853281797975972,0.9883314855964674,-0.11573115617735574
profile_0119,-0.2506231876583757,0.6711559422431564,0.9837577688910524,-0.7632783870176835
profile_0120,0.050736116949051814,0.5372324749292738,0.8005301662848117,0.13661107061920227
profile_0121,0.12032827230715241,0.4181570643369051,0.8088965692660891,0.48671896666442704
profile_0122,-0.2182296066013619,0.5561937161795313,0.973723584315309,0.00633821282091851
profile_0123,0.17804373066579463,0.4739786510384251,0.9199310889250047,0.23919855387911781
profile_0124,-0.1411747547264065,0.38107231046688544,0.8010959755621699,0.6366998041035232
profile_0125,-0.08049453277195973,0.5964601818667792,0.965201034201458,-0.10881415019583117
profile_0126,-0.12597824703259933,0.43292011679297077,0.6790620569133949,0.47903566812906356
profile_0127,-0.2528439285928868,0.5932902968814218,0.9963651121547608,-0.39529665129774544
profile_0128,-0.14063814894609572,0.5465761718449366,0.9122092588952689,0.10034516813652038
profile_0129,0.2606710230611314,0.5640659537076722,0.9737159731917343,-0.1601906336961891
profile_0130,-0.09035290317310206,0.541128778348916,0.9723797315137659,0.14576285286542828
profile_0131,0.04635437037978704,0.5691251462273094,0.9662646139341068,0.039983143472859375
profile_0132,0.005072808198807381,0.5694293056577014,0.8949259168211244,0.038228891355007
profile_0133,0.01506651727761795,0.5706007509367023,0.9416069878685959,-0.09305080401778094
profile_0134,-0.01143759232968312,0.6733022438455861,0.9716265121011224,-0.5023081952616739
profile_0135,-0.09736908618564684,0.49890211219463093,0.7183628851124375,0.1315386826646166
profile_0136,-0.02677595681489947,0.6156664835200268,0.9753741279148802,-0.2313186104372382
profile_0137,0.01954050280980164,0.46111876189106343,0.687285079137727,0.3867852450412015
profile_0138,0.09418823632683808,0.5117816114086542,0.9452328040692373,0.2528638569569083
profile_0139,0.054431496822085736,0.5627639640583942,0.9264682502571582,-0.06628816788546864
profile_0140,-0.04446362313680591,0.5812653071977663,0.975082815413784,-0.05738363585953118
profile_0141,0.023569027861169628,0.5567034453637008,0.9546966475329253,-0.20331992060924073
profile_0142,-0.1462597967733662,0.5613976200689174,0.9906157375611401,-0.03139990729364589
profile_0143,-0.2583442867248042,0.5323887893493771,0.9733528450361668,0.0748350613068853
profile_0144,-0.09123059751354938,0.6387732694510192,0.9810626324933874,-0.2918332366060999
profile_0145,0.17071341907023585,0.41472564519909094,0.8485687418806546,0.4956293728517255
profile_0146,-0.10441898716388583,0.58573017716231,0.9121241609240104,-0.20490739198692443
profile_0147,-0.1580181549321924,0.5799302955190919,0.972910627590569,-0.14699525457903187
profile_0148,-0.3873332136371759,0.5568758044860326,0.9801605373213622,-0.41153743200718274
profile_0149,0.18334891610134987,0.510711970698416,0.8627270451990771,0.062186925839357865
