user_id,total_distance_km,rounding_distance_km,noise_distance_km,expected_noise_km
user_0000,0.7944359988687978,0.5260692346008721,0.2683667642679257,0.5
user_0001,0.4883272428315482,0.2313244457631867,0.2570027970683615,0.5
user_0002,0.7596963180789699,0.26878953725994864,0.4909067808190212,0.5
user_0003,0.617370187832991,0.3891415399057902,0.22822864792720082,0.5
user_0004,0.8958588876008969,0.3922771727701277,0.5035817148307693,0.5
user_0005,0.30784089934751263,0.1626896343822133,0.14515126496529934,0.5
user_0006,0.5409821080319509,0.28136107159885915,0.25962103643309176,0.5
user_0007,1.060633560575855,0.546103414584936,0.514530145990919,0.5
user_0009,0.24529754457165504,0.135058537413884,0.11023900715777105,0.5
user_0010,0.6299702896901495,0.4068708751457135,0.22309941454443594,0.5
user_0011,0.40244325544673404,0.09575739236596306,0.30668586308077095,0.5
user_0012,0.12156806263489849,0.3558230145236022,0.2342549518887037,0.5
user_0015,0.7510419000348654,0.26513774428444886,0.4859041557504165,0.5
user_0016,0.7410757559961799,0.3582991565172774,0.3827765994789025,0.5
user_0017,0.10791409736534005,0.1964759707863833,0.08856187342104324,0.5
user_0018,0.15676927000663204,0.49247571786975325,0.3357064478631212,0.5
user_0019,0.9924356513746556,0.5160209804088958,0.47641467096575985,0.5
user_0020,0.38777075761022634,0.46736512549593107,0.07959436788570473,0.5
user_0021,0.4822134263223838,0.31410209199925354,0.16811133432313025,0.5
user_0022,0.15275794582904725,0.32347640479942646,0.1707184589703792,0.5
user_0023,0.3033403782714452,0.48972566289626007,0.18638528462481485,0.5
user_0024,0.3808977649430909,0.4582639794357561,0.07736621449266518,0.5
user_0025,0.7864928442233857,0.5140841916189939,0.27240865260439184,0.5
user_0026,0.6841129753545191,0.37940927416811704,0.30470370118640205,0.5
user_0027,0.6225474191815126,0.39581067168005113,0.22673674750146144,0.5
user_0028,0.6932094520220222,0.5319178493415516,0.1612916026804706,0.5
user_0030,0.1037657779743533,0.35165450712133267,0.24788872914697938,0.5
user_0031,0.4712470937011857,0.13412727157867987,0.33711982212250585,0.5
user_0032,0.3507638854730278,0.20554357679998056,0.14522030867304722,0.5
user_0033,0.34421079672480365,0.15409413564180835,0.1901166610829953,0.5
user_0034,0.16692744581771782,0.2456511188135411,0.07872367299582328,0.5
user_0035,0.9154477743292043,0.36825408315106684,0.5471936911781374,0.5
user_0036,0.8806454357959741,0.4118840001461068,0.4687614356498673,0.5
user_0037,0.18332796168499615,0.08198459957759546,0.10134336210740069,0.5
user_0038,0.22733028537234146,0.34940832164456576,0.1220780362722243,0.5
user_0039,0.41842012130405315,0.12465544398282598,0.2937646773212272,0.5
user_0040,0.2482719692986319,0.3442210868544609,0.095949117555829,0.5
user_0041,0.9369869996890378,0.6110890085505902,0.32589799113844753,0.5
user_0042,0.44115097331743963,0.4665080680156424,0.025357094698202742,0.5
user_0045,0.18275737354247024,0.43246996300924895,0.2497125894667787,0.5
user_0046,0.43548639298257136,0.07258312348040631,0.36290326950216506,0.5
user_0047,0.6500038906379458,0.5184440764656112,0.13155981417233464,0.5
user_0048,0.5187018765408018,0.6082530076275483,0.0895511310867465,0.5
user_0049,0.791719602271813,0.4531574169248046,0.33856218534700844,0.5
user_0050,0.6324430055806282,0.3465240333754465,0.28591897220518164,0.5
user_0051,0.3803702317463071,0.43928793404185057,0.058917702295543495,0.5
user_0052,0.9768610988539714,0.5231851783765922,0.45367592047737926,0.5
user_0053,0.5230643077653991,0.20137346304027737,0.32169084472512177,0.5
user_0054,0.27665706357385983,0.10307380624575259,0.17358325732810725,0.5
user_0055,0.34170002012616074,0.482434490495373,0.14073447036921227,0.5
user_0056,0.5754897297404928,0.33147897356539047,0.24401075617510237,0.5
user_0057,0.9556553914612799,0.3019612262494513,0.6536941652118285,0.5
user_0059,0.08150988362324693,0.20389234057685618,0.12238245695360925,0.5
user_0060,0.6662392978615035,0.41914976963727363,0.24708952822422986,0.5
user_0061,0.48534596845843825,0.5461087305136694,0.06076276205523112,0.5
user_0062,0.3068645249737886,0.21006888381893524,0.09679564115485334,0.5
user_0063,0.1995729771818577,0.29053053262139644,0.09095755543953873,0.5
user_0064,0.4481786695691713,0.638955936547284,0.1907772669781127,0.5
user_0066,0.003951180979889658,0.09388346724987998,0.08993228626999032,0.5
user_0067,0.9323199809548376,0.4386078634312054,0.4937121175236322,0.5
user_0068,0.6706956316505573,0.5224941323439894,0.1482014993065679,0.5
user_0069,0.7239978778505529,0.4861881083362858,0.23780976951426713,0.5
user_0070,0.3693259253735467,0.5379465514970582,0.16862062612351147,0.5
user_0071,0.5601832474517603,0.4930120804431326,0.06717116700862769,0.5
user_0072,0.3566565202461614,0.381068798884964,0.024412278638802576,0.5
user_0073,0.10272837777415035,0.5037837230400078,0.4010553452658575,0.5
user_0075,0.6300315670505743,0.4686883374712181,0.1613432295793562,0.5
user_0077,0.35377248924502036,0.23287117141574093,0.12090131782927943,0.5
user_0078,0.2246766957342058,0.3719132031998635,0.1472365074656577,0.5
user_0079,0.7011341755519154,0.2776830659454697,0.42345110960644566,0.5
user_0080,0.8302765163827065,0.22443541902367392,0.6058410973590326,0.5
user_0081,0.6829983503605929,0.32821477700875895,0.3547835733518339,0.5
user_0082,0.6697096094519759,0.4443659176380295,0.22534369181394637,0.5
user_0083,0.7549404724857313,0.34597386703331373,0.40896660545241753,0.5
user_0084,0.6788051373337196,0.2586747932782618,0.4201303440554578,0.5
user_0085,0.8208162629535244,0.2935333491008253,0.5272829138526991,0.5
user_0086,0.9255733606141411,0.5173986634426937,0.4081746971714474,0.5
user_0087,0.09118787050264783,0.15116489408211922,0.05997702357947139,0.5
user_0088,0.8974296596471812,0.5156275079966209,0.3818021516505603,0.5
user_0090,0.6196018623684039,0.26101333019500933,0.35858853217339454,0.5
user_0091,0.5780674685319225,0.3064276572704501,0.27163981126147235,0.5
user_0092,0.7489225905118253,0.3923001445512098,0.3566224459606155,0.5
user_0093,0.3909671749212895,0.0811563586974021,0.3098108162238874,0.5
user_0094,0.8535029241955927,0.5302543011210736,0.32324862307451907,0.5
user_0097,0.31568655910274157,0.17300677987976454,0.14267977922297703,0.5
user_0098,0.9522060542652018,0.43606542612416577,0.516140628141036,0.5
user_0099,0.31007079643841073,0.061161756261023215,0.24890904017738752,0.5
user_0100,0.10475176733160232,0.32830039958273893,0.2235486322511366,0.5
user_0101,0.32978439566637174,0.44746476880505154,0.1176803731386798,0.5
user_0102,0.13783479480161373,0.49460242825171036,0.35676763345009666,0.5
user_0103,0.4051400731179544,0.41569829577898715,0.010558222661032735,0.5
user_0104,0.10332427834346779,0.6170686262493933,0.5137443479059255,0.5
user_0105,0.646078401674246,0.4997986888363769,0.1462797128378691,0.5
user_0106,0.46240669311284427,0.153634214055647,0.3087724790571973,0.5
user_0107,0.42067419053577043,0.32453541207612663,0.0961387784596438,0.5
user_0108,0.5460046879556447,0.17404005000122014,0.3719646379544246,0.5
user_0109,0.6295316068172138,0.3665730725127855,0.2629585343044283,0.5
user_0110,0.7847949965503679,0.542306810612097,0.24248818593827093,0.5
user_0111,0.06962762337943264,0.30993165390195787,0.24030403052252525,0.5
user_0112,0.751425412583229,0.2306444735817919,0.5207809390014371,0.5
user_0113,0.3985361193724156,0.6272968648454204,0.22876074547300473,0.5
user_0114,0.2129962486611633,0.05222929121742671,0.1607669574437366,0.5
user_0115,0.9345846801795991,0.3924859217330011,0.5420987584465979,0.5
user_0116,1.1311723673574905,0.5593991502704702,0.5717732170870203,0.5
user_0117,0.8942857672655221,0.5276830097220087,0.36660275754351346,0.5
user_0118,0.15557006659131306,0.23900632555593804,0.08343625896462498,0.5
user_0119,0.7303714523315545,0.5969988682310308,0.13337258410052377,0.5
user_0120,0.07038398606145367,0.3836159300378303,0.3132319439763766,0.5
user_0121,0.5997452388274465,0.4298424543892807,0.16990278443816575,0.5
user_0123,0.5409518484080859,0.3986978474546871,0.14225400095339874,0.5
user_0124,0.4756755611099786,0.3216871859251556,0.153988375184823,0.5
user_0125,0.7448504329343896,0.5350862690579692,0.20976416387642038,0.5
user_0126,0.6516916525041467,0.6788626678059658,0.02717101530181909,0.5
user_0127,0.24658851555685926,0.3143740577276868,0.06778554217082752,0.5
user_0128,0.33985599755161827,0.4943418388473999,0.15448584129578163,0.5
user_0129,0.12733107527001,0.10623654949306517,0.02109452577694483,0.5
user_0130,0.7802250997985029,0.5769335753757081,0.20329152442279474,0.5
user_0131,1.0198657276364793,0.44853511771150995,0.5713306099249693,0.5
user_0132,0.19736910553782466,0.49081475454002654,0.2934456490022019,0.5
user_0133,0.5073894226985,0.3612934261406169,0.14609599655788308,0.5
user_0134,0.3235145876960467,0.6691184391226143,0.3456038514265676,0.5
user_0135,0.9523788494628778,0.5352810808268196,0.4170977686360582,0.5
user_0136,0.7448206241920673,0.23757112819385343,0.5072494959982139,0.5
user_0137,0.4116867394227569,0.6085617894890294,0.19687505006627248,0.5
user_0138,0.2163587370989399,0.4286045373988124,0.21224580029987247,0.5
user_0140,0.7177412808792579,0.4833472810475883,0.23439399983166964,0.5
user_0141,0.21247061347211293,0.5672107510260654,0.3547401375539525,0.5
user_0142,0.3036382900632092,0.3823627850821683,0.07872449501895912,0.5
user_0143,0.332713020393861,0.21483144877496035,0.11788157161890067,0.5
user_0144,0.13439121453877528,0.13715502414418682,0.0027638096054115324,0.5
user_0145,0.3366410226868777,0.0804985108556434,0.25614251183123427,0.5
user_0146,0.44251913122973424,0.3478922716879506,0.09462685954178363,0.5
user_0147,0.38072872495885873,0.07233759480734447,0.30839113015151426,0.5
user_0148,0.38225756478131423,0.41199340523437483,0.029735840453060602,0.5
user_0149,0.3919402678783667,0.5449710915046201,0.15303082362625336,0.5
user_0150,0.07197041670059204,0.3165246742912937,0.24455425759070168,0.5
user_0151,0.9175836891202583,0.5807421083856484,0.3368415807346099,0.5
user_0152,0.8153058309293114,0.4224537660254183,0.39285206490389313,0.5
user_0153,0.20267949883178932,0.43515996126456763,0.2324804624327783,0.5
user_0154,0.0551420194013841,0.40745701355238795,0.35231499415100387,0.5
user_0155,0.15724032598377036,0.3543054838588844,0.19706515787511403,0.5
user_0156,0.29519824773207964,0.5488145704423446,0.25361632271026496,0.5
user_0157,0.22494476741753575,0.1405860044140838,0.08435876300345194,0.5
user_0158,0.294747602516475,0.504456380433524,0.209708777917049,0.5
user_0159,0.4929852172228694,0.5609478906404062,0.06796267341753676,0.5
user_0160,0.31521018160439646,0.3106826310049289,0.004527550599467578,0.5
user_0161,0.20576128474185032,0.507456380216385,0.30169509547453466,0.5
user_0162,0.96360068774402,0.6336558756650456,0.3299448120789744,0.5
user_0163,0.7291048574297594,0.6524818910431213,0.07662296638663812,0.5
user_0164,0.7436780243201977,0.12749488262901407,0.6161831416911836,0.5
user_0165,0.6646256491719812,0.6225678798035414,0.042057769368439746,0.5
user_0166,0.5335781084457011,0.44239076246819276,0.09118734597750833,0.5
user_0167,0.02444519563439914,0.44121678432376366,0.41677158868936454,0.5
user_0168,0.03135778071643255,0.1814361324261996,0.15007835170976705,0.5
user_0169,0.8365569326484359,0.5483904456875223,0.2881664869609136,0.5
user_0170,0.5961914362836878,0.3334815839898628,0.262709852293825,0.5
user_0171,0.8899307186979504,0.4741123163087435,0.41581840238920686,0.5
