knot_id,timestamp,complexity,knot_type,energy,stress,mood_type,mood_intensity
user_1,2025-12-13T23:30:40.561044,0.08929717343237421,trefoil,0.41236203565420876,0.36526194073640705,relaxed,0.5235500474589009
user_1,2025-12-14T02:30:40.561044,0.08906339180840052,trefoil,0.31742508365045985,0.7463553532874169,stressed,0.2855348651815215
user_1,2025-12-14T05:30:40.561044,0.13065881348000546,trefoil,0.8598528437324806,0.4559897193689977,energetic,0.7019315621817415
user_1,2025-12-14T08:30:40.561044,0.14777009248405246,trefoil,0.8909729556485984,0.2625139901819834,happy,0.8142294827333074
user_1,2025-12-14T11:30:40.561044,0.10701414490209671,trefoil,0.5637017332034828,0.3436147282340247,relaxed,0.610043502484729
user_1,2025-12-14T14:30:40.561044,0.12374205985611383,trefoil,0.6574269294896714,0.2494271197962772,energetic,0.7039999048466972
user_1,2025-12-14T17:30:40.561044,0.08906339180840052,trefoil,0.3873687420594126,0.41006503387370274,introspective,0.48865185409285494
user_1,2025-12-14T20:30:40.561044,0.08906339180840052,trefoil,0.4099085529881075,0.6529409135309473,introspective,0.37848381972858014
user_1,2025-12-14T23:30:40.561044,0.09443400910553229,trefoil,0.5355527884179041,0.47795285251968067,calm,0.5287999679491118
user_1,2025-12-15T02:30:40.561044,0.08906339180840052,trefoil,0.3139351238159993,0.40111523894130935,focused,0.456409942437345
user_1,2025-12-15T05:30:40.561044,0.12454773131061152,trefoil,0.6511572371061874,0.22871502491005155,happy,0.711221106098068
user_1,2025-12-15T08:30:40.561044,0.13455363212944946,trefoil,0.7320457481218804,0.20961550191946426,energetic,0.7612151231012081
user_1,2025-12-15T11:30:40.561044,0.103803290538364,trefoil,0.6485530730333811,0.5159559093872568,relaxed,0.5662985818230621
user_1,2025-12-15T14:30:40.561044,0.13425200118417457,trefoil,0.6560204063533432,0.09981086365245229,happy,0.7781047713504454
user_1,2025-12-15T17:30:40.561044,0.08906339180840052,trefoil,0.3554563366576581,0.792236979341424,stressed,0.28160967865811704
user_1,2025-12-15T20:30:40.561044,0.08906339180840052,trefoil,0.32654775061557584,0.7077259056224182,introspective,0.3094109224965788
user_1,2025-12-15T23:30:40.561044,0.08906339180840052,trefoil,0.3135681866731614,0.48461474475381705,introspective,0.41447672095967214
user_1,2025-12-16T02:30:40.561044,0.12028630763750352,trefoil,0.5486212527455788,0.13471990454704363,energetic,0.7069506740992676
user_1,2025-12-16T05:30:40.561044,0.13799919001483263,trefoil,0.6842803529062143,0.08960918615747238,happy,0.7973355833743709
user_1,2025-12-16T08:30:40.561044,0.10894427932363415,trefoil,0.6223651931039312,0.40452058342167313,calm,0.608922304841129
user_1,2025-12-16T11:30:40.561044,0.12203530199693359,trefoil,0.7316734307889973,0.38475112815361057,calm,0.6734611513176934
user_1,2025-12-16T14:30:40.561044,0.11762802143320454,trefoil,0.7313811040057837,0.4461685879128877,relaxed,0.642606258046448
user_1,2025-12-16T17:30:40.561044,0.09408513883722898,trefoil,0.40753971856328175,0.2908296235272217,relaxed,0.5583550475180301
user_1,2025-12-16T20:30:40.561044,0.08906339180840052,trefoil,0.39329469651469867,0.8266346986422655,stressed,0.2833299989362166
user_1,2025-12-16T23:30:40.561044,0.08906339180840052,trefoil,0.3975549966080241,0.7649501678708155,focused,0.3163024143686043
user_1,2025-12-17T02:30:40.561044,0.08906339180840052,trefoil,0.4416644775485848,0.8295835281655799,introspective,0.3060404746915024
user_1,2025-12-17T05:30:40.561044,0.13984053118812834,trefoil,0.8139734361668985,0.25830568493478423,happy,0.7778338756160572
user_1,2025-12-17T08:30:40.561044,0.11134629603987042,trefoil,0.7481386789093172,0.5594686343838766,calm,0.5943350222627203
user_1,2025-12-17T11:30:40.561044,0.11066991060465554,trefoil,0.6282623055075649,0.38914710814006936,relaxed,0.6195575986837478
user_1,2025-12-17T14:30:40.561044,0.12050130765538443,trefoil,0.6525712073494109,0.2876273225574155,calm,0.6824719423959977
user_1,2025-12-17T17:30:40.561044,0.08906339180840052,trefoil,0.37478766874466246,0.9207911402036407,stressed,0.22699826427051087
user_1,2025-12-17T20:30:40.561044,0.08906339180840052,trefoil,0.36863944964748674,0.5277065066977837,introspective,0.4204664714748515
user_1,2025-12-17T23:30:40.561044,0.08906339180840052,trefoil,0.3869254358741304,0.7133642304308306,focused,0.3367806027216499
user_1,2025-12-18T02:30:40.561044,0.08906339180840052,trefoil,0.5411016230697343,0.6905357075166713,introspective,0.4252829577765315
user_1,2025-12-18T05:30:40.561044,0.13502343809366418,trefoil,0.8677676995469934,0.4066047271629619,happy,0.7305814861920157
user_1,2025-12-18T08:30:40.561044,0.12136789153435111,trefoil,0.6954010424915592,0.3397096162994073,relaxed,0.677845713096076
user_1,2025-12-18T11:30:40.561044,0.08906339180840052,trefoil,0.5683805487625825,0.6863661752653287,focused,0.4410071867486269
user_1,2025-12-18T14:30:40.561044,0.09359526722144225,trefoil,0.5020856391593572,0.43952382667551876,calm,0.5312809062419193
user_1,2025-12-18T17:30:40.561044,0.08906339180840052,trefoil,0.4252233009446337,0.49567340873930765,introspective,0.464774946102663
user_1,2025-12-18T20:30:40.561044,0.10794551838618754,trefoil,0.5828729111737557,0.35929971753225587,relaxed,0.6117865968207499
user_1,2025-12-18T23:30:40.561044,0.0945998806163681,trefoil,0.45563718652300983,0.35575145178353773,calm,0.5499428673697361
user_1,2025-12-19T02:30:40.561044,0.08906339180840052,trefoil,0.5887341884826334,0.6920575592492253,introspective,0.44833831461670404
user_1,2025-12-19T05:30:40.561044,0.14873178495351388,trefoil,0.7491745517677156,0.03631908134515274,energetic,0.8564277352112815
user_1,2025-12-19T08:30:40.561044,0.15359448512385393,trefoil,0.782869300193969,0.01861346392539276,happy,0.8821279181342881
user_1,2025-12-19T11:30:40.561044,0.08906339180840052,trefoil,0.5154436253749968,0.5801071945117087,introspective,0.46766821543164405
user_1,2025-12-19T14:30:40.561044,0.10049748421501033,trefoil,0.543468461627367,0.4047258094248549,relaxed,0.5693713261012561
user_1,2025-12-19T17:30:40.561044,0.09517516919673961,trefoil,0.5956951362331802,0.5577642315081006,calm,0.5189654523625398
user_1,2025-12-19T20:30:40.561044,0.08906339180840052,trefoil,0.3712912631977199,0.3987502213034084,focused,0.4862705209471557
user_1,2025-12-19T23:30:40.561044,0.08906339180840052,trefoil,0.41033493981577596,0.8707061213598617,stressed,0.26981440922795713
user_1,2025-12-20T02:30:40.561044,0.08906339180840052,trefoil,0.46073240522242753,0.8177327454759531,introspective,0.3214998298732372
user_1,2025-12-20T05:30:40.561044,0.16215850998832046,trefoil,0.8505907486767714,0.0,energetic,0.9252953743383857
user_1,2025-12-20T08:30:40.561044,0.1465220514511677,trefoil,0.7772678829564725,0.10947257112297308,happy,0.8338976559167497
user_1,2025-12-20T11:30:40.561044,0.11204698794847222,trefoil,0.5049763486783568,0.18489096510841663,calm,0.6600426917849701
user_1,2025-12-20T14:30:40.561044,0.09740415898503064,trefoil,0.5523099287014974,0.46140266625970805,calm,0.5454536312208946
user_1,2025-12-20T17:30:40.561044,0.08906339180840052,trefoil,0.4160206038901612,0.42732873764259127,focused,0.49434593312378494
user_1,2025-12-20T20:30:40.561044,0.10491074879317712,trefoil,0.5632018060142943,0.3723858907445706,relaxed,0.5954079576348619
user_1,2025-12-20T23:30:40.561044,0.08906339180840052,trefoil,0.4979952138102537,0.5474967731105722,focused,0.47524922034984074
user_1,2025-12-21T02:30:40.561044,0.08906339180840052,trefoil,0.3725556872701355,0.8888728635863502,stressed,0.24184141184189265
user_1,2025-12-21T05:30:40.561044,0.13237209525067037,trefoil,0.6279308303417698,0.08406088012147062,energetic,0.7719349751101496
user_1,2025-12-21T08:30:40.561044,0.12870168190402223,trefoil,0.8177867036610719,0.42035874756165614,calm,0.6987139780497078
user_1,2025-12-21T11:30:40.561044,0.12766607709244188,trefoil,0.7661259272795352,0.35740224182269376,energetic,0.7043618427284207
user_1,2025-12-21T14:30:40.561044,0.08906339180840052,trefoil,0.5484886142283841,0.6949255451676379,focused,0.4267815345303731
user_1,2025-12-21T17:30:40.561044,0.08906339180840052,trefoil,0.48192871789787695,0.5530378845004174,focused,0.4644454166987298
user_1,2025-12-21T20:30:40.561044,0.10561791959277295,trefoil,0.49558837785078014,0.261040643677372,relaxed,0.6172738670867041
user_1,2025-12-21T23:30:40.561044,0.102199907289007,trefoil,0.5136537664042607,0.33611034866295353,calm,0.5887717088706537
user_1,2025-12-22T02:30:40.561044,0.1042619017937268,trefoil,0.4948898697141644,0.2790245196617296,calm,0.6079326750262174
user_1,2025-12-22T05:30:40.561044,0.15438162031654534,trefoil,0.7972838676901031,0.029187914314022012,energetic,0.8840479766880405
user_1,2025-12-22T08:30:40.561044,0.11896941138885697,trefoil,0.6795607103045176,0.3496116601811443,relaxed,0.6649745250616866
user_1,2025-12-22T11:30:40.561044,0.12853794053230372,trefoil,0.7919031664257337,0.3838315432124455,happy,0.7040358116066441
user_1,2025-12-22T14:30:40.561044,0.13495080206239077,trefoil,0.7384433910624946,0.2136377072987435,happy,0.7624028418818756
user_1,2025-12-22T17:30:40.561044,0.10430812084878191,trefoil,0.4730711653879077,0.2456477811757825,calm,0.6137116921060626
user_1,2025-12-22T20:30:40.561044,0.08906339180840052,trefoil,0.3842317087322567,0.6088623600487817,introspective,0.3876846743417375
user_1,2025-12-22T23:30:40.561044,0.08969971053408185,trefoil,0.4936416887721503,0.4815318334515178,calm,0.5060549276603163
