knot_id,knot_energy,knot_stability,knot_complexity,crossing_number,personality_complexity,personality_variability,personality_exploration,temperature,entropy,free_energy
user_1,0.13087607017008063,0.8842701922674894,0.17812678361680104,3,0.17812678361680104,0.03172915104166666,0.814125,0.03172915104166666,0.005651811621943755,0.13069674298546893
user_2,0.21296092044158416,0.8244288691806702,0.2882682007359736,5,0.2882682007359736,0.08309855555555555,0.10312500000000002,0.08309855555555555,0.02395467109375834,0.21097032187488443
user_3,0.16716114629859424,0.8567797198966821,0.22526857716432375,4,0.22526857716432375,0.05074593185763888,0.642375,0.05074593185763888,0.011431463866448038,0.16658104601219442
user_4,0.07757398370050456,0.9280105265402686,0.10262330616750759,2,0.10262330616750759,0.01053154296875,0.7845,0.01053154296875,0.001080781758498293,0.0775626014009751
user_5,0.13909072711886913,0.877893196909192,0.19181787853144855,3,0.19181787853144855,0.03679409852430555,0.7757499999999999,0.03679409852430555,0.007057765921409392,0.13883104298419532
user_6,0.1227095193927617,0.8907023435063316,0.16451586565460286,3,0.16451586565460286,0.027065470052083332,0.37512500000000004,0.027065470052083332,0.0044526992349672185,0.12258900499496676
user_7,0.15767233933925157,0.8638022746321778,0.20945389889875263,4,0.20945389889875263,0.04387093576388889,0.7617499999999999,0.04387093576388889,0.009188938544083255,0.15726921200664576
user_8,0.13349447474644555,0.8822275028942622,0.1824907912440759,3,0.1824907912440759,0.03330288888888889,0.52625,0.03330288888888889,0.006077470544046878,0.13329207742019167
user_9,0.1661412455212788,0.857529054769852,0.22356874253546466,4,0.22356874253546466,0.04998298263888889,0.356375,0.04998298263888889,0.011174632576748349,0.1655827040551992
user_10,0.11721001404757966,0.8950868569259102,0.15535002341263277,3,0.15535002341263277,0.02413362977430555,0.65025,0.02413362977430555,0.0037491599504701784,0.11711953320937037
user_11,0.13072998861027768,0.8843844331298304,0.17788331435046278,3,0.17788331435046278,0.03164247352430556,0.2725,0.03164247352430556,0.005628668064750242,0.1305518836300617
user_12,0.11793525945431779,0.894506181411718,0.15655876575719632,3,0.15655876575719632,0.02451064713541667,0.5730000000000001,0.02451064713541667,0.003837356663430994,0.1178412033592077
user_13,0.09094043467981754,0.9166403299493544,0.12490072446636256,2,0.12490072446636256,0.015600190972222221,0.40412500000000007,0.015600190972222221,0.0019484751542441644,0.09091003809530669
user_14,0.15813347283235327,0.8634583348621994,0.2102224547205888,4,0.2102224547205888,0.04419348046875,0.303375,0.04419348046875,0.009290461946787022,0.15772289498376227
user_15,0.22950519061104008,0.8133353219135411,0.30250865101840013,6,0.30250865101840013,0.09151148394097221,0.872625,0.09151148394097221,0.02768301555967549,0.22697187677721314
user_16,0.16426596016643888,0.8589102784187248,0.2204432669440648,4,0.2204432669440648,0.04859523394097221,0.6859999999999999,0.04859523394097221,0.010712492127859016,0.16374538410539474
user_17,0.16316769324037075,0.859721264449999,0.21861282206728458,4,0.21861282206728458,0.04779156597222223,0.24875,0.04779156597222223,0.01044784910820231,0.16266837417044827
user_18,0.0900632204606308,0.9173779843497769,0.123438700767718,2,0.123438700767718,0.015237112847222225,0.3908750000000001,0.015237112847222225,0.0018808494133122158,0.09003456174587153
user_19,0.12048743117629362,0.892468734745373,0.16081238529382272,3,0.16081238529382272,0.025860623263888893,0.452875,0.025860623263888893,0.004158708512250896,0.12037988438219398
user_20,0.0863340189293204,0.9205271883003255,0.11722336488220066,2,0.11722336488220066,0.013741317274305555,0.658375,0.013741317274305555,0.001610803448808007,0.08631188436806378
user_21,0.23450034014714294,0.810044329255355,0.3108339002452382,6,0.3108339002452382,0.09661771354166669,0.134125,0.09661771354166669,0.030032060732933425,0.23159871110618244
user_22,0.09249714353327187,0.9153342010267189,0.1274952392221198,2,0.1274952392221198,0.016255036024305555,0.15787500000000002,0.016255036024305555,0.002072439706483012,0.0924634559511848
user_23,0.12370390538990936,0.8899141448235993,0.16617317564984893,3,0.16617317564984893,0.02761352430555555,0.6120000000000001,0.02761352430555555,0.004588627024738455,0.12357719722603261
user_24,0.09926388303910647,0.9096996776018201,0.13877313839851077,2,0.13877313839851077,0.019257983940972227,0.22325,0.019257983940972227,0.0026724908707168368,0.0992124162528358
user_25,0.07696983372947641,0.928531114503983,0.10161638954912736,2,0.10161638954912736,0.010325890624999999,0.6487499999999999,0.010325890624999999,0.001049279724191682,0.07695899898180938
user_26,0.11799937749128983,0.894454880864002,0.1566656291521497,3,0.1566656291521497,0.024544119357638897,0.495,0.024544119357638897,0.0038452199011499546,0.11790499995507964
user_27,0.10376208161130865,0.9059923480431278,0.14627013601884775,2,0.14627013601884775,0.021394952690972222,0.535625,0.021394952690972222,0.00312944264022532,0.10369512733407192
user_28,0.1742401907865706,0.8516145230305436,0.23706698464428433,4,0.23706698464428433,0.05620075520833334,0.6343750000000001,0.05620075520833334,0.013323343571971142,0.17349140881592573
user_29,0.08349209560200363,0.922941666172826,0.1124868260033394,2,0.1124868260033394,0.012653286024305552,0.43962500000000004,0.012653286024305552,0.0014233279833865448,0.08347408582592344
user_30,0.12037562905112476,0.8925577940738734,0.16062604841854125,3,0.16062604841854125,0.02580072743055556,0.28612499999999996,0.02580072743055556,0.004144268893494002,0.12026870389900479
user_31,0.15290876919706856,0.8673713191516791,0.2015146153284476,4,0.2015146153284476,0.04060814019097222,0.12012500000000001,0.04060814019097222,0.00818313374978744,0.1525764673545557
user_32,0.13909624980315385,0.8778889406165713,0.19182708300525644,3,0.19182708300525644,0.03679762977430554,0.46249999999999997,0.03679762977430554,0.007058781981112405,0.13883650335715533
user_33,0.10264994500142512,0.9069061351095498,0.1444165750023752,2,0.1444165750023752,0.020856147135416666,0.504375,0.020856147135416666,0.0030119733370424736,0.10258712684233981
user_34,0.23593235152575515,0.8091057724684548,0.31322058587625856,6,0.31322058587625856,0.09810713541666666,0.73475,0.09810713541666666,0.030729174433849767,0.23291760024833108
user_35,0.1220443235225783,0.8912303899551589,0.16340720587096383,3,0.16340720587096383,0.026701914930555556,0.481375,0.026701914930555556,0.0043632853102062545,0.12192781544940742
