user_id,expert_id,event_id,matching_score,connected,satisfaction,connection_probability
user_1,synthetic_user_1068,event_0411,0.5282698145766039,True,0.2801011196973739,0.364134907288302
user_1,synthetic_user_0990,event_0045,0.5288870266511881,False,0.0,0.3644435133255941
user_1,synthetic_user_1500,event_0303,0.5406313699697511,False,0.0,0.37031568498487555
user_1,user_40,event_0147,0.5497387500000002,True,0.34548815705087665,0.37486937500000006
user_1,synthetic_user_0270,event_0006,0.5308026164275017,True,0.43680016636005947,0.36540130821375083
user_1,synthetic_user_0566,event_0385,0.5467236365112955,False,0.0,0.37336181825564774
user_1,synthetic_user_1288,event_0001,0.5393962102497958,False,0.0,0.36969810512489787
user_1,synthetic_user_0632,event_0055,0.5411805639778297,False,0.0,0.37059028198891486
user_1,synthetic_user_0282,event_0069,0.5460711810495626,False,0.0,0.3730355905247813
user_1,synthetic_user_0562,event_0300,0.5369726883715248,False,0.0,0.3684863441857624
user_2,synthetic_user_1470,event_0041,0.5678263553570495,True,0.44557431305387246,0.38391317767852473
user_2,synthetic_user_0574,event_0130,0.5643574962658733,True,0.4312578287503638,0.3821787481329366
user_2,synthetic_user_1550,event_0120,0.5682536516490415,False,0.0,0.38412682582452073
user_2,synthetic_user_0370,event_0191,0.5744574310878662,False,0.0,0.3872287155439331
user_2,synthetic_user_1774,event_0491,0.5702798734618555,True,0.4214595433735572,0.3851399367309277
user_2,synthetic_user_1642,event_0122,0.5659719374747926,True,0.47755275869470976,0.3829859687373963
user_2,synthetic_user_0334,event_0440,0.5712237542345828,False,0.0,0.3856118771172914
user_2,synthetic_user_0432,event_0164,0.5707401243710419,False,0.0,0.38537006218552095
user_2,synthetic_user_1220,event_0179,0.574828049894462,False,0.0,0.387414024947231
user_2,synthetic_user_1828,event_0379,0.5698539830810082,False,0.0,0.38492699154050414
user_3,synthetic_user_1528,event_0050,0.539779317390643,False,0.0,0.36988965869532153
user_3,synthetic_user_0912,event_0188,0.5473038556402997,True,0.4738401645622763,0.3736519278201499
user_3,synthetic_user_1424,event_0051,0.5332671863483776,False,0.0,0.36663359317418875
user_3,synthetic_user_1120,event_0152,0.5379574700688995,True,0.27812755618772267,0.3689787350344498
user_3,synthetic_user_0472,event_0049,0.5446656413148581,True,0.39390202538408303,0.372332820657429
user_3,synthetic_user_0990,event_0278,0.5321889016511882,True,0.32695928806076047,0.3660944508255941
user_3,synthetic_user_0632,event_0402,0.5444824389778297,False,0.0,0.37224121948891487
user_3,synthetic_user_1120,event_0444,0.5379574700688995,False,0.0,0.3689787350344498
user_3,synthetic_user_1104,event_0189,0.5442452877067255,False,0.0,0.3721226438533628
user_3,synthetic_user_0392,event_0318,0.5389347740070265,True,0.3629385010749002,0.3694673870035132
user_4,synthetic_user_0252,event_0449,0.5287023763411541,False,0.0,0.3643511881705771
user_4,user_63,event_0390,0.5628506250000002,False,0.0,0.3814253125000001
user_4,synthetic_user_0114,event_0034,0.5341633945987206,True,0.2918163591185837,0.36708169729936035
user_4,synthetic_user_1006,event_0082,0.5341546640176543,True,0.3599988476673991,0.3670773320088272
user_4,synthetic_user_0262,event_0125,0.5332948420651175,False,0.0,0.36664742103255876
user_4,synthetic_user_0170,event_0149,0.5326553761881644,True,0.29250734231494957,0.3663276880940822
user_4,synthetic_user_0648,event_0008,0.5280210780291315,False,0.0,0.3640105390145657
user_4,synthetic_user_0872,event_0023,0.5313361087569929,False,0.0,0.3656680543784965
user_4,synthetic_user_1470,event_0041,0.5284524803570495,True,0.32106896432826765,0.3642262401785248
user_4,synthetic_user_1338,event_0386,0.5321899626576977,True,0.37609455094828803,0.3660949813288489
user_5,synthetic_user_0490,event_0070,0.5403450092444655,False,0.0,0.3701725046222327
user_5,synthetic_user_1120,event_0152,0.5379743450688995,False,0.0,0.3689871725344498
user_5,synthetic_user_0734,event_0494,0.5429794689263976,False,0.0,0.3714897344631988
user_5,user_93,event_0442,0.5714028750000002,False,0.0,0.3857014375000001
user_5,synthetic_user_0162,event_0043,0.5333900768589955,False,0.0,0.3666950384294978
user_5,synthetic_user_1682,event_0344,0.5354358777567539,True,0.2947165387052271,0.367717938878377
user_5,user_93,event_0306,0.5714028750000002,True,0.44708479324248807,0.3857014375000001
user_5,synthetic_user_0188,event_0280,0.5476216924533852,False,0.0,0.3738108462266926
user_5,synthetic_user_0632,event_0334,0.5444993139778297,False,0.0,0.3722496569889149
user_5,synthetic_user_0378,event_0184,0.5366946334231213,False,0.0,0.3683473167115606
user_6,synthetic_user_0434,event_0380,0.55815639847627,True,0.34007961401520886,0.379078199238135
user_6,synthetic_user_1224,event_0443,0.5532480385019978,True,0.41435475253397136,0.37662401925099886
user_6,synthetic_user_1670,event_0445,0.5634394528613657,False,0.0,0.38171972643068286
user_6,synthetic_user_1470,event_0349,0.5547831053570494,True,0.30942324956916756,0.37739155267852476
user_6,synthetic_user_0108,event_0186,0.5579328463140261,True,0.3747538096614482,0.378966423157013
user_6,synthetic_user_0528,event_0464,0.5519116858520264,True,0.3343198067077756,0.37595584292601325
user_6,synthetic_user_1006,event_0476,0.5604852890176543,False,0.0,0.38024264450882717
user_6,synthetic_user_1760,event_0083,0.5671459807131567,True,0.4939455135991422,0.3835729903565783
user_6,synthetic_user_0432,event_0164,0.5576968743710419,False,0.0,0.37884843718552097
user_6,synthetic_user_1674,event_0273,0.5585837321983432,False,0.0,0.37929186609917165
user_7,synthetic_user_0198,event_0435,0.5343018968040235,True,0.4356612118759474,0.3671509484020118
user_7,user_18,event_0134,0.5364558750000001,False,0.0,0.36822793750000005
user_7,synthetic_user_1288,event_0332,0.5358963352497957,False,0.0,0.3679481676248979
user_7,synthetic_user_0718,event_0060,0.5300065284888733,True,0.37038155437746867,0.36500326424443663
user_7,synthetic_user_1450,event_0475,0.5321714787782511,False,0.0,0.3660857393891256
user_7,synthetic_user_0188,event_0482,0.5408030674533852,True,0.343842174839873,0.3704015337266926
user_7,synthetic_user_1120,event_0152,0.5311557200688994,True,0.27515504568168814,0.3655778600344497
user_7,synthetic_user_1616,event_0153,0.5349460433648239,False,0.0,0.3674730216824119
user_7,synthetic_user_1274,event_0377,0.5368472772030138,True,0.34374462354584545,0.36842363860150695
user_7,synthetic_user_0632,event_0078,0.5376806889778297,True,0.33068650211615064,0.3688403444889149
user_8,synthetic_user_0616,event_0003,0.5768857598484511,False,0.0,0.38844287992422555
user_8,synthetic_user_0106,event_0321,0.5753780498998119,False,0.0,0.387689024949906
user_8,synthetic_user_0432,event_0164,0.5775353756289584,False,0.0,0.38876768781447923
user_8,synthetic_user_0322,event_0459,0.5725156663479825,False,0.0,0.3862578331739912
user_8,synthetic_user_1718,event_0361,0.5756417908390589,False,0.0,0.38782089541952947
user_8,synthetic_user_0296,event_0338,0.5771049736158713,False,0.0,0.38855248680793564
user_8,synthetic_user_0622,event_0330,0.5785830306711697,False,0.0,0.3892915153355848
user_8,synthetic_user_0872,event_0092,0.5775655162430073,True,0.4094650760317958,0.38878275812150365
user_8,synthetic_user_1658,event_0496,0.5774071312469979,True,0.5039913960316112,0.38870356562349895
user_8,synthetic_user_0188,event_0468,0.5709436825466151,True,0.3721399887927574,0.3854718412733076
user_9,user_18,event_0134,0.5750670000000001,False,0.0,0.3875335000000001
user_9,synthetic_user_0710,event_0324,0.5673259183855093,True,0.3373711134971271,0.3836629591927546
user_9,synthetic_user_0566,event_0251,0.5761651134887048,False,0.0,0.38808255674435244
user_9,user_16,event_0346,0.5750670000000002,True,0.3096476701077972,0.3875335000000001
user_9,synthetic_user_0920,event_0027,0.5727883275999899,False,0.0,0.3863941637999949
user_9,synthetic_user_1856,event_0063,0.5768571922457487,True,0.3634163450974816,0.3884285961228744
user_9,synthetic_user_1182,event_0466,0.5708892026949917,False,0.0,0.3854446013474958
user_9,synthetic_user_1172,event_0141,0.5721570177501625,False,0.0,0.3860785088750812
user_9,synthetic_user_0926,event_0090,0.5746477494135059,False,0.0,0.387323874706753
user_9,user_52,event_0453,0.5597130000000001,False,0.0,0.37985650000000004
user_10,synthetic_user_0664,event_0156,0.5433741830386785,False,0.0,0.3716870915193392
user_10,synthetic_user_0710,event_0324,0.5378722933855092,False,0.0,0.36893614669275465
user_10,synthetic_user_1022,event_0296,0.5421162537336985,False,0.0,0.37105812686684925
user_10,synthetic_user_0522,event_0109,0.5426699880791157,True,0.36979396037984413,0.37133499403955783
user_10,synthetic_user_0350,event_0010,0.5493794567025009,True,0.428860935993024,0.3746897283512505
user_10,synthetic_user_0404,event_0317,0.5437598148493143,True,0.3523899623455756,0.37187990742465715
user_10,synthetic_user_0262,event_0216,0.5452974670651175,False,0.0,0.3726487335325588
user_10,synthetic_user_0954,event_0210,0.5437997709507354,False,0.0,0.3718998854753677
user_10,synthetic_user_1224,event_0443,0.5389200385019978,True,0.397352802727283,0.3694600192509989
user_10,user_9,event_0223,0.5495463750000001,False,0.0,0.3747731875000001
user_11,synthetic_user_0764,event_0037,0.5753160349765318,False,0.0,0.3876580174882659
user_11,synthetic_user_1314,event_0357,0.5612309153194263,True,0.3906808400938744,0.38061545765971316
user_11,synthetic_user_1424,event_0079,0.5650608113483776,True,0.4408931835746558,0.38253040567418883
user_11,synthetic_user_1604,event_0351,0.576819544751626,False,0.0,0.388409772375813
user_11,synthetic_user_0314,event_0038,0.5748812759131603,False,0.0,0.3874406379565801
user_11,user_4,event_0367,0.5375595000000001,False,0.0,0.3687797500000001
user_11,synthetic_user_0872,event_0023,0.5727766087569929,False,0.0,0.38638830437849647
user_11,synthetic_user_0358,event_0284,0.568898096702211,False,0.0,0.3844490483511055
user_11,synthetic_user_1856,event_0063,0.5768414422457487,False,0.0,0.3884207211228744
user_11,synthetic_user_0718,event_0060,0.5686019034888733,False,0.0,0.3843009517444367
user_12,synthetic_user_0112,event_0355,0.5380299116238885,True,0.3166070058830596,0.3690149558119442
user_12,synthetic_user_1022,event_0473,0.5366543787336985,True,0.2933422199720911,0.3683271893668493
user_12,synthetic_user_0534,event_0213,0.5421328280383121,True,0.3989747421894033,0.3710664140191561
user_12,synthetic_user_1844,event_0441,0.5374538966523674,True,0.455982039465625,0.3687269483261837
user_12,synthetic_user_0894,event_0197,0.53561038053992,True,0.3109129112703686,0.36780519026996006
user_12,synthetic_user_0188,event_0482,0.5444986924533852,True,0.3398311786451764,0.3722493462266926
user_12,synthetic_user_1630,event_0220,0.5430232226356493,False,0.0,0.3715116113178246
user_12,synthetic_user_0920,event_0260,0.5378728275999898,False,0.0,0.36893641379999487
user_12,synthetic_user_0296,event_0338,0.538337401384129,True,0.47599104461838626,0.36916870069206453
user_12,synthetic_user_1528,event_0259,0.536673192390643,True,0.35099174518463827,0.36833659619532155
user_13,synthetic_user_0392,event_0318,0.5551111490070264,True,0.4070860572781162,0.3775555745035132
user_13,synthetic_user_0696,event_0264,0.5601049838190104,False,0.0,0.3800524919095052
user_13,user_45,event_0307,0.5658746250000002,True,0.3696162350071829,0.38293731250000007
user_13,synthetic_user_1718,event_0266,0.5590830841609414,False,0.0,0.37954154208047075
user_13,synthetic_user_1818,event_0135,0.5528872442560566,False,0.0,0.3764436221280283
user_13,synthetic_user_1740,event_0244,0.5572162975190964,False,0.0,0.3786081487595482
user_13,synthetic_user_1604,event_0336,0.5612022947516261,True,0.3754835612738351,0.3806011473758131
user_13,synthetic_user_0262,event_0125,0.5591180920651175,False,0.0,0.37955904603255874
user_13,synthetic_user_1224,event_0263,0.5527406635019978,True,0.331846061549889,0.3763703317509989
user_13,synthetic_user_0942,event_0448,0.5563587730877321,True,0.31178144452170115,0.37817938654386607
user_14,synthetic_user_1310,event_0368,0.549009872029751,True,0.3064053421439451,0.37450493601487556
user_14,synthetic_user_0296,event_0311,0.553730776384129,True,0.3585812835069345,0.3768653881920645
user_14,synthetic_user_0282,event_0069,0.5616603060495627,False,0.0,0.3808301530247814
user_14,synthetic_user_1604,event_0194,0.557313169751626,True,0.3091507265356824,0.378656584875813
user_14,synthetic_user_1604,event_0336,0.557313169751626,False,0.0,0.378656584875813
user_14,user_81,event_0274,0.5631003750000001,False,0.0,0.3815501875
user_14,synthetic_user_1774,event_0491,0.5528401234618554,False,0.0,0.3764200617309277
user_14,user_1,event_0463,0.5634108750000001,False,0.0,0.3817054375000001
user_14,synthetic_user_1844,event_0441,0.5528472716523674,False,0.0,0.37642363582618366
user_14,synthetic_user_0622,event_0204,0.5522527193288306,True,0.3318985594173961,0.3761263596644153
user_15,synthetic_user_0456,event_0253,0.547076494312229,True,0.28612768781489933,0.3735382471561145
user_15,synthetic_user_1740,event_0244,0.5529885475190964,True,0.41342791540979545,0.37649427375954825
user_15,user_63,event_0390,0.5735538750000001,True,0.47488219045305946,0.3867769375000001
user_15,synthetic_user_1718,event_0361,0.5548553341609415,False,0.0,0.3774276670804707
user_15,synthetic_user_1288,event_0001,0.5546467102497957,True,0.35257616367903866,0.3773233551248979
user_15,synthetic_user_1712,event_0423,0.5623156888475951,False,0.0,0.3811578444237975
user_15,synthetic_user_0358,event_0131,0.549053096702211,False,0.0,0.37452654835110555
user_15,synthetic_user_1210,event_0322,0.5562217143994268,True,0.37027237857022616,0.3781108571997134
