communication_id,processing_time_ms,meets_target,has_learning_insight
comm_0000,0.016927719116210938,True,True
comm_0001,0.010967254638671875,True,True
comm_0002,0.010967254638671875,True,False
comm_0003,0.010013580322265625,True,True
comm_0004,0.010013580322265625,True,True
comm_0005,0.009059906005859375,True,True
comm_0006,0.009059906005859375,True,False
comm_0007,0.010013580322265625,True,True
comm_0008,0.010013580322265625,True,False
comm_0009,0.010013580322265625,True,False
comm_0010,0.009775161743164062,True,False
comm_0011,0.009059906005859375,True,True
comm_0012,0.009298324584960938,True,False
comm_0013,0.010013580322265625,True,True
comm_0014,0.010013580322265625,True,True
comm_0015,0.010013580322265625,True,False
comm_0016,0.009775161743164062,True,False
comm_0017,0.010013580322265625,True,False
comm_0018,0.010013580322265625,True,False
comm_0019,0.010013580322265625,True,False
comm_0020,0.010013580322265625,True,False
comm_0021,0.009059906005859375,True,False
comm_0022,0.008821487426757812,True,False
comm_0023,0.010013580322265625,True,False
comm_0024,0.010013580322265625,True,False
comm_0025,0.010013580322265625,True,False
comm_0026,0.010251998901367188,True,False
comm_0027,0.010013580322265625,True,False
comm_0028,0.008821487426757812,True,False
comm_0029,0.008821487426757812,True,False
comm_0030,0.010013580322265625,True,False
comm_0031,0.010013580322265625,True,True
comm_0032,0.010013580322265625,True,False
comm_0033,0.010013580322265625,True,True
comm_0034,0.010013580322265625,True,False
comm_0035,0.010013580322265625,True,False
comm_0036,0.008821487426757812,True,False
comm_0037,0.010013580322265625,True,False
comm_0038,0.010013580322265625,True,False
comm_0039,0.010251998901367188,True,False
comm_0040,0.010013580322265625,True,True
comm_0041,0.010013580322265625,True,True
comm_0042,0.010013580322265625,True,False
comm_0043,0.011920928955078125,True,True
comm_0044,0.010013580322265625,True,True
comm_0045,0.010013580322265625,True,False
comm_0046,0.008821487426757812,True,False
comm_0047,0.010013580322265625,True,False
comm_0048,0.010013580322265625,True,False
comm_0049,0.010013580322265625,True,False
comm_0050,0.009059906005859375,True,False
comm_0051,0.009059906005859375,True,False
comm_0052,0.012874603271484375,True,False
comm_0053,0.010013580322265625,True,False
comm_0054,0.010013580322265625,True,False
comm_0055,0.009059906005859375,True,False
comm_0056,0.009059906005859375,True,False
comm_0057,0.010013580322265625,True,False
comm_0058,0.009775161743164062,True,True
comm_0059,0.009298324584960938,True,False
comm_0060,0.009298324584960938,True,False
comm_0061,0.010013580322265625,True,False
comm_0062,0.010013580322265625,True,False
comm_0063,0.008821487426757812,True,False
comm_0064,0.008821487426757812,True,False
comm_0065,0.009059906005859375,True,False
comm_0066,0.009059906005859375,True,False
comm_0067,0.010013580322265625,True,False
comm_0068,0.010013580322265625,True,False
comm_0069,0.010013580322265625,True,False
comm_0070,0.008821487426757812,True,False
comm_0071,0.010251998901367188,True,False
comm_0072,0.010013580322265625,True,False
comm_0073,0.010013580322265625,True,False
comm_0074,0.008821487426757812,True,True
comm_0075,0.010013580322265625,True,False
comm_0076,0.010013580322265625,True,True
comm_0077,0.009059906005859375,True,False
comm_0078,0.009059906005859375,True,False
comm_0079,0.009059906005859375,True,True
comm_0080,0.009059906005859375,True,False
comm_0081,0.010013580322265625,True,False
comm_0082,0.009775161743164062,True,False
comm_0083,0.010013580322265625,True,False
comm_0084,0.009298324584960938,True,False
comm_0085,0.009298324584960938,True,False
comm_0086,0.010013580322265625,True,True
comm_0087,0.010013580322265625,True,False
comm_0088,0.009775161743164062,True,False
comm_0089,0.010013580322265625,True,False
comm_0090,0.009059906005859375,True,False
comm_0091,0.010013580322265625,True,True
comm_0092,0.009059906005859375,True,True
comm_0093,0.009059906005859375,True,False
comm_0094,0.009059906005859375,True,False
comm_0095,0.010013580322265625,True,False
comm_0096,0.009775161743164062,True,True
comm_0097,0.010013580322265625,True,False
comm_0098,0.009059906005859375,True,False
comm_0099,0.009298324584960938,True,True
comm_0100,0.010013580322265625,True,False
comm_0101,0.008821487426757812,True,False
comm_0102,0.008821487426757812,True,False
comm_0103,0.010013580322265625,True,True
comm_0104,0.009059906005859375,True,True
comm_0105,0.010013580322265625,True,False
comm_0106,0.008821487426757812,True,False
comm_0107,0.010013580322265625,True,True
comm_0108,0.010013580322265625,True,False
comm_0109,0.010013580322265625,True,False
comm_0110,0.010013580322265625,True,False
comm_0111,0.009298324584960938,True,False
comm_0112,0.009775161743164062,True,False
comm_0113,0.010013580322265625,True,False
comm_0114,0.010013580322265625,True,True
comm_0115,0.009059906005859375,True,False
comm_0116,0.009059906005859375,True,False
comm_0117,0.010013580322265625,True,False
comm_0118,0.009775161743164062,True,False
comm_0119,0.009059906005859375,True,True
comm_0120,0.009059906005859375,True,False
comm_0121,0.010013580322265625,True,True
comm_0122,0.010013580322265625,True,False
comm_0123,0.010251998901367188,True,False
comm_0124,0.009775161743164062,True,False
comm_0125,0.009059906005859375,True,False
comm_0126,0.009059906005859375,True,False
comm_0127,0.010013580322265625,True,False
comm_0128,0.010013580322265625,True,False
comm_0129,0.010013580322265625,True,False
comm_0130,0.008821487426757812,True,True
comm_0131,0.009059906005859375,True,False
comm_0132,0.010013580322265625,True,False
comm_0133,0.010013580322265625,True,True
comm_0134,0.010013580322265625,True,False
comm_0135,0.009059906005859375,True,False
comm_0136,0.009298324584960938,True,True
comm_0137,0.009059906005859375,True,False
comm_0138,0.010013580322265625,True,False
comm_0139,0.008821487426757812,True,False
comm_0140,0.010013580322265625,True,False
comm_0141,0.010013580322265625,True,False
comm_0142,0.010013580322265625,True,False
comm_0143,0.009059906005859375,True,False
comm_0144,0.009059906005859375,True,False
comm_0145,0.008821487426757812,True,True
comm_0146,0.010013580322265625,True,False
comm_0147,0.010013580322265625,True,False
comm_0148,0.010251998901367188,True,False
comm_0149,0.010013580322265625,True,False
comm_0150,0.010013580322265625,True,True
comm_0151,0.008821487426757812,True,False
comm_0152,0.010013580322265625,True,True
comm_0153,0.009059906005859375,True,False
comm_0154,0.009059906005859375,True,False
comm_0155,0.010013580322265625,True,False
comm_0156,0.010013580322265625,True,False
comm_0157,0.009775161743164062,True,False
comm_0158,0.010013580322265625,True,True
comm_0159,0.009059906005859375,True,False
comm_0160,0.009298324584960938,True,False
comm_0161,0.010013580322265625,True,True
comm_0162,0.010013580322265625,True,False
comm_0163,0.009775161743164062,True,True
comm_0164,0.010013580322265625,True,True
comm_0165,0.009059906005859375,True,True
comm_0166,0.009059906005859375,True,False
comm_0167,0.010013580322265625,True,False
comm_0168,0.010013580322265625,True,False
comm_0169,0.008821487426757812,True,True
comm_0170,0.010013580322265625,True,False
comm_0171,0.010013580322265625,True,False
comm_0172,0.009298324584960938,True,True
comm_0173,0.009059906005859375,True,False
comm_0174,0.010013580322265625,True,False
comm_0175,0.010013580322265625,True,False
comm_0176,0.010013580322265625,True,True
comm_0177,0.010013580322265625,True,False
comm_0178,0.008821487426757812,True,False
comm_0179,0.008821487426757812,True,False
comm_0180,0.010013580322265625,True,False
comm_0181,0.009059906005859375,True,False
comm_0182,0.009059906005859375,True,False
comm_0183,0.010013580322265625,True,False
comm_0184,0.009059906005859375,True,False
comm_0185,0.008821487426757812,True,False
comm_0186,0.010013580322265625,True,False
comm_0187,0.009059906005859375,True,False
comm_0188,0.009775161743164062,True,False
comm_0189,0.009059906005859375,True,False
comm_0190,0.009059906005859375,True,True
comm_0191,0.009059906005859375,True,False
comm_0192,0.010013580322265625,True,False
comm_0193,0.010013580322265625,True,False
comm_0194,0.009059906005859375,True,False
comm_0195,0.009298324584960938,True,False
comm_0196,0.009059906005859375,True,True
comm_0197,0.009059906005859375,True,True
comm_0198,0.009059906005859375,True,True
comm_0199,0.010013580322265625,True,False
comm_0200,0.009775161743164062,True,False
comm_0201,0.010013580322265625,True,False
comm_0202,0.009059906005859375,True,True
comm_0203,0.009059906005859375,True,False
comm_0204,0.010013580322265625,True,False
comm_0205,0.010013580322265625,True,False
comm_0206,0.008821487426757812,True,True
