pair_id,quantum_compatibility,location_compatibility,timing_compatibility,combined_compatibility,user_satisfaction,prediction_accuracy,distance_km
pair_0000,0.6367470377631679,0.0,0.0,0.6367470377631679,0.5966667306369033,0.46281266370243634,22.321073814882276
pair_0001,0.515387628290777,0.0,0.0,0.515387628290777,0.46075530498352446,0.38986514020190455,243.69338473920112
pair_0002,0.4396745318166181,0.0,0.0,0.4396745318166181,0.3984579905847375,0.3648320716458134,55.2040631273227
pair_0003,0.712897175059988,0.0,0.0,0.712897175059988,0.6899615405678625,0.5782194996772843,26.697782204911334
pair_0004,0.44797650461639005,0.0,0.0,0.44797650461639005,0.41819182624833867,0.3428078389742502,21.098284358632647
pair_0005,0.5289715719039221,0.0,0.0,0.5289715719039221,0.48910061322486287,0.374247573297912,558.573664308818
pair_0006,0.8831328593220686,0.0,0.0,0.8831328593220686,0.8552052733995791,0.6529174497138066,791.7388593917013
pair_0007,0.4436713862028353,0.0,0.0,0.4436713862028353,0.378076018809149,0.36317850277562497,16.154903575315338
pair_0008,0.7379586414539858,0.0,0.0,0.7379586414539858,0.6616620659988057,0.5634599095892666,12.576051152044132
pair_0009,0.6786617743620593,0.0,0.0,0.6786617743620593,0.6139365304784767,0.5520505963303771,12.100419586826572
pair_0010,0.5802148008220049,0.0,0.0,0.5802148008220049,0.5227662892286098,0.48382344991500126,13.2311848725025
pair_0011,0.8168094628570983,0.0,0.0,0.8168094628570983,0.7642735217137163,0.6676416975677569,19.02089084408115
pair_0012,0.573005020403486,0.0,0.0,0.573005020403486,0.5135719142776117,0.4285159819752551,48.56411254507185
pair_0013,0.6046970981960511,0.0,0.0,0.6046970981960511,0.53401399471356,0.49415177124565385,154.86181432886423
pair_0014,0.729715080473649,0.0,0.0,0.729715080473649,0.7083998796627816,0.5139629228255648,321.59381300976236
pair_0015,0.8275621454907258,0.0,0.0,0.8275621454907258,0.7196715234218619,0.6856812491536942,165.2888030438416
pair_0016,0.6319341845308896,0.0,0.0,0.6319341845308896,0.5721718211144552,0.5180846023287163,688.5786859396594
pair_0017,0.8878787722973016,0.0,0.0,0.8878787722973016,0.8713489972466286,0.725833674390906,90.53364910793232
pair_0018,0.7776733829328251,0.0,0.0,0.7776733829328251,0.7606759575978868,0.56587310676638,14.905428547851951
pair_0019,0.8584895316289953,0.0,0.0,0.8584895316289953,0.7836379115886942,0.6911611336688479,87.47127235410912
pair_0020,0.53907958713887,0.0,0.0,0.53907958713887,0.4625997517448223,0.4094166919451667,47.06900210859904
pair_0021,0.5074122670078802,0.0,0.0,0.5074122670078802,0.45672194000450794,0.401482863538282,398.0348813929664
pair_0022,0.37477518939862065,0.0,0.0,0.37477518939862065,0.3314269360627005,0.26536139438066675,101.52215039676652
pair_0023,0.5579328899939008,0.0,0.0,0.5579328899939008,0.5323900990740762,0.4470661193944457,66.49294342127715
pair_0024,0.4409211591160104,0.0,0.0,0.4409211591160104,0.38538256285633055,0.3209953251556114,963.8488033147325
pair_0025,0.8355958957268199,0.0,0.0,0.8355958957268199,0.7321793609985281,0.6217809848899787,165.5454062661122
pair_0026,0.8348555554862622,0.0,0.0,0.8348555554862622,0.8302570420813599,0.684355130266743,55.74057940333953
pair_0027,0.4918257410512574,0.0,0.0,0.4918257410512574,0.4496405180771691,0.4092989217721277,24.723973750965953
pair_0028,0.31171917404263627,0.0,0.0,0.31171917404263627,0.2974089087499672,0.24036424374725235,40.75993696665867
pair_0029,0.7788853946521134,0.0,0.0,0.7788853946521134,0.7089301256472471,0.634457716718997,958.0873046230956
pair_0030,0.5025003288443224,0.0,0.0,0.5025003288443224,0.4733507718945564,0.38115731679467363,66.29997568361613
pair_0031,0.41961640941751976,0.0,0.0,0.41961640941751976,0.36319833066790136,0.30486459279399797,99.99078285092092
