agent_id,initial_profile_norm,evolved_profile_norm,evolution_magnitude,evolution_avg_change
agent_0000,1.9016303521965425,1.9008444549540555,0.001734645106797576,0.0004334535839309456
agent_0001,2.2513187173587745,2.2494185395394704,0.0030437196958730726,0.0007262209426588388
agent_0002,2.5221460805071994,2.5211912551686133,0.0014463609628394582,0.00033036355023820935
agent_0003,2.033597288634565,2.0332945237781646,0.0006509797755446495,0.00014819071815954225
agent_0004,1.870809386804701,1.869869153823622,0.002762200509436284,0.000686687988931575
agent_0005,1.8213503717135433,1.8196888662181667,0.004099060419825084,0.0010532871344353539
agent_0006,2.1130876396703147,2.1121241573681253,0.002171814226202748,0.0005414234327891348
agent_0007,1.6459547475715959,1.6459623989863785,0.0009057292670641744,0.00021196884421562437
agent_0008,2.1272162152148657,2.1257589241043444,0.004092966185425648,0.000984617610481249
agent_0009,2.387348305540372,2.3858069394403554,0.0022476243780984533,0.0005228199185571778
agent_0010,1.9824204961584049,1.98185804342317,0.0014310087848255345,0.000349124489034275
agent_0011,2.487294035601841,2.485852984647563,0.002016498766941261,0.00048621709983647415
agent_0012,2.1302834678210183,2.1291372875689256,0.0019958469474314258,0.00046884541616981173
agent_0013,2.130531523258998,2.1284776912685706,0.003532913434657883,0.0009365050161320223
agent_0014,1.8479039359649128,1.8473533428885103,0.003089130015797157,0.0007898706863000091
agent_0015,2.4394983975001407,2.4358816779100296,0.005056120713371336,0.001258236948503788
agent_0016,2.194483526420904,2.192921162279892,0.0026049112837651686,0.0006833005587042335
agent_0017,2.460868567097214,2.4588857062664164,0.0029633342968605754,0.0007380846077261215
agent_0018,1.774451358439613,1.774103684585059,0.001249188647325332,0.0003065301016725078
agent_0019,1.1926670792357095,1.1936423925743194,0.002708916705106086,0.0006023313621099333
agent_0020,2.2327201637513117,2.230617908035241,0.00377663179888586,0.0010473973179352207
agent_0021,1.74704023211017,1.746718288683513,0.002400973198592567,0.0004984964606420753
agent_0022,1.5069751577805781,1.5068479780303596,0.0014532984303654436,0.00037334703620439
agent_0023,2.4775850182808896,2.4749535206395143,0.003933858580475901,0.0010033453846225542
agent_0024,2.0541417250891323,2.0526979728332115,0.0029857705512752724,0.0007035691983895073
agent_0025,2.103952908952206,2.101357072120461,0.004705077917170233,0.0011993982540873995
agent_0026,2.3255904634139646,2.3238748976651706,0.0023576992405238946,0.0005779832861740752
agent_0027,1.651488957683367,1.6509896961537034,0.0015308212209126741,0.00040397524319347577
agent_0028,1.9837357675916787,1.9814986485918884,0.004986314847544283,0.0013092615756990329
agent_0029,1.7211390486489995,1.720564495156844,0.0024525799434709085,0.0006171368838805633
agent_0030,1.895035446709243,1.8949796759755375,0.0016325207620113736,0.0004016630350566509
agent_0031,2.234758099860944,2.233622997545155,0.002354900328658474,0.000594883287698284
agent_0032,2.2304802955438405,2.2282021991703926,0.004454920240833948,0.0010602658029008432
agent_0033,1.4987272521644783,1.4989779181934277,0.0028426465966397787,0.0006545936585269606
agent_0034,1.755133211480949,1.7540173541146984,0.00381454560190443,0.0008820821546539787
agent_0035,1.65152986921077,1.650909499255087,0.0022053249454339705,0.0005793079439871457
agent_0036,1.8920307189883245,1.8920186754178765,0.0005265586951687625,0.00012190241268787473
agent_0037,1.5287859053945716,1.5298147243906546,0.0035881766249726385,0.0007344890602629106
agent_0038,1.9156694258075937,1.9144850356057652,0.0026517677113067767,0.0006562275863296847
agent_0039,2.0874956452853928,2.086136125119788,0.0021887541489132383,0.000536463656927489
agent_0040,1.4954620684702815,1.4956502804015648,0.004813642565773447,0.001091523777208134
agent_0041,2.228808482156402,2.227789908565155,0.0018499246357743515,0.0004990847113315145
agent_0042,2.503692767005924,2.503692767005924,0.0,0.0
agent_0043,2.1714555149535815,2.1706458663862116,0.0011480462196015388,0.00027363026327634443
agent_0044,2.173335542547742,2.1719752105808254,0.0021878694958302855,0.00053861346660403
agent_0045,1.987681352300647,1.9857834533699754,0.0033504496399315944,0.0008655993579203917
agent_0046,2.257521034135422,2.2572677270588666,0.0005332117346945742,0.0001348879340554258
agent_0047,1.9253997431258218,1.9251672132634172,0.002002031188341245,0.0004301676455423461
agent_0048,2.079440010652883,2.079074425080298,0.002500920271741541,0.0006077304415475956
agent_0049,2.228934309155333,2.2284621092011943,0.0009518992603323096,0.00023948940763392443
agent_0050,1.9890989219338548,1.9874779536296607,0.005170552936989077,0.0013371681626480891
agent_0051,2.030345651152867,2.030345651152867,0.0,0.0
agent_0052,1.9717464790293677,1.9711311229710595,0.0018991556328116577,0.00047316335196007434
agent_0053,1.9751401809436462,1.9738182136297704,0.0029135006537288153,0.0006644675844031042
agent_0054,2.1685099858471295,2.16554993994567,0.004831954580674639,0.0012687873911109374
agent_0055,2.26481876703056,2.2621947706982377,0.004009306195128939,0.0009886360990039183
agent_0056,1.7633167245582366,1.7624709277428368,0.003369901729057162,0.0007172038126173676
agent_0057,2.042400011296527,2.0411705363823938,0.0038019287063735603,0.0009091457021835105
agent_0058,1.9501708380488754,1.9490997825186918,0.0029888578884604946,0.0007888496396153277
agent_0059,2.1509610478579053,2.150077389031854,0.002559667834278279,0.0006418339547793426
agent_0060,2.052371885229838,2.0516303294302536,0.0018188048502023664,0.0004641677294330267
agent_0061,1.392001390351961,1.3924075697184688,0.005398994689767894,0.0014048768169727017
agent_0062,2.459071246049095,2.4569937811036993,0.002794750954725217,0.0007192015184604347
agent_0063,2.239853761401602,2.2378212205031955,0.004221632523619941,0.0010187918070648366
agent_0064,1.7269767487107999,1.7267255671811559,0.003013955180029167,0.0006881460448040269
agent_0065,2.039862456054341,2.0375773215361397,0.003916537987842111,0.001055067830086058
agent_0066,1.9293715152760331,1.9287904902499937,0.0013408117050898573,0.0003482579511427548
agent_0067,2.158635536726246,2.1564115627252436,0.0045710890587167385,0.0012550854399947205
agent_0068,1.9092129877900497,1.908306856237327,0.002463198850979227,0.0005963772760349956
