user1_id,user2_id,bridge_compatibility,shared_compatibility,bridge_score
user_0000,user_0001,0.3885283238172934,0.24635412396707115,0.6017896235926268
user_0000,user_0002,0.5574763997765624,0.3924555687455178,0.8050076463231294
user_0000,user_0003,0.5475333381523663,0.35555604722794504,0.8354992745389981
user_0000,user_0004,0.543930647778632,0.5329692571730669,0.5603727336869797
user_0001,user_0002,0.47851128539486204,0.32565406869603225,0.7077971104431068
user_0001,user_0003,0.4641121755204357,0.28875454717845955,0.7271486180333999
user_0001,user_0004,0.45040854770935224,0.46616775712358133,0.4267697335880086
user_0001,user_0005,0.459021335145961,0.4231038199405375,0.5128976079540963
user_0002,user_0003,0.6185259893710979,0.43485599195690616,0.8940309854923855
user_0002,user_0004,0.6549505703991775,0.6122692019020279,0.7189726231449018
user_0002,user_0005,0.6374716761007739,0.5692052647189841,0.7398712931734588
user_0002,user_0006,0.4921426990939178,0.33539079276678635,0.727270558584615
user_0003,user_0004,0.6032912402745757,0.5753696803844552,0.6451735801097565
user_0003,user_0005,0.5729443573871844,0.5323057432014113,0.6339022786658441
user_0003,user_0006,0.4995226033974324,0.2984912712492136,0.8010696016197604
user_0003,user_0007,0.558203599140747,0.3563982646960759,0.8609116008077535
user_0004,user_0005,0.7311992533718572,0.7097189531465332,0.7634197037098431
user_0004,user_0006,0.464039961408408,0.4759044811943354,0.4462431817295168
user_0004,user_0007,0.545109752234015,0.5338114746411976,0.5620571686232412
user_0004,user_0008,0.5394706925238741,0.5536694351498509,0.5181725785849092
user_0005,user_0006,0.47265274884501685,0.43284054401129163,0.5323710560956045
user_0005,user_0007,0.5537225396706239,0.4907475374581538,0.648185042989329
user_0005,user_0008,0.5815236843827385,0.510605497966807,0.6879009640066356
user_0005,user_0009,0.7898763084169115,0.7172385217693994,0.8988329883881796
user_0006,user_0007,0.5078342445460838,0.256933065505956,0.8841860131062756
user_0006,user_0008,0.48872675179009994,0.27679102601460936,0.8066303404533357
user_0006,user_0009,0.4625360476838347,0.4834240498172018,0.43120404448378424
user_0006,user_0010,0.46713212907750523,0.4378897334285552,0.5109957225509303
user_0007,user_0008,0.5209862918615479,0.33469801946147154,0.8004187004616623
user_0007,user_0009,0.5436058385094418,0.5413310432640639,0.5470180313775086
user_0007,user_0010,0.5116862123515024,0.49579672687541737,0.5355204405656298
user_0007,user_0011,0.5599625102093035,0.31914661727298155,0.9211863496137865
user_0008,user_0009,0.5714069832215565,0.5611890037727173,0.5867339523948152
user_0008,user_0010,0.5805138464992858,0.5156546873840707,0.6778025851721083
user_0008,user_0011,0.4920447666991604,0.33900457778163484,0.7216050500754487
user_0008,user_0012,0.45836561327451014,0.4466544684505276,0.475932330510484
user_0009,user_0010,0.7434983711819689,0.7222877111866631,0.7753143611749277
user_0009,user_0011,0.5496350201576705,0.5456376015842274,0.5556311480178353
user_0009,user_0012,0.6412681484410894,0.6532874922531199,0.6232391327230438
user_0009,user_0013,0.7529443842444747,0.6908585759319447,0.8460730967132697
user_0010,user_0011,0.4926434810351138,0.5001032851955808,0.4814537747944134
user_0010,user_0012,0.6268950259514463,0.6077531758644734,0.6556078010819055
user_0010,user_0013,0.650994394691067,0.645324259543298,0.6594995974127205
user_0010,user_0014,0.5597449751974721,0.6455998810308309,0.43096261644743417
user_0011,user_0012,0.5445390592787029,0.4311030662620376,0.7146930488037009
user_0011,user_0013,0.5650277104863435,0.46867414994086215,0.7095580513045655
user_0011,user_0014,0.5022668566551932,0.46894977142839506,0.5522424844953904
user_0011,user_0015,0.5459537840464616,0.3596064582707041,0.8254747727100977
user_0012,user_0013,0.5623035201706796,0.5763240406097548,0.5412727395120667
user_0012,user_0014,0.4527340105780092,0.5765996620972879,0.26693553329909125
user_0012,user_0015,0.558740178053515,0.4672563489395967,0.6959659217243923
user_0012,user_0016,0.690577236546825,0.5346874506196735,0.9244119154375524
user_0013,user_0014,0.6587675649804773,0.6141707457761124,0.7256627937870246
user_0013,user_0015,0.6086766953692893,0.5048274326184213,0.7644505894955911
user_0013,user_0016,0.5792544159083307,0.572258534298498,0.5897482383230797
user_0013,user_0017,0.6467888603928538,0.549402411935025,0.7928685330795967
user_0014,user_0015,0.5027113876104102,0.5051030541059541,0.4991238878670944
user_0014,user_0016,0.4696849063156603,0.5725341557860311,0.31541103211010413
user_0014,user_0017,0.5372193508001831,0.5496780334225578,0.5185313268666212
user_0014,user_0018,0.5154421131413544,0.6117727230440949,0.3709461982872435
user_0015,user_0016,0.58653610809174,0.46319084262834,0.7715540062868399
user_0015,user_0017,0.4983748406975909,0.44033472026486686,0.585435021346677
user_0015,user_0018,0.45039256246293613,0.5024294098864038,0.37233729132773474
user_0015,user_0019,0.6195057142335686,0.45097876392121267,0.8722961397021025
user_0016,user_0017,0.5306788833975158,0.5077658219449437,0.565048475576374
user_0016,user_0018,0.5731880312171433,0.5698605115664807,0.5781793106931372
user_0016,user_0019,0.582246034462353,0.5184098656012894,0.6780002877539484
user_0016,user_0020,0.5489972889030796,0.4803347389098307,0.6519911138929531
user_0017,user_0018,0.6429635415142276,0.5470043892030075,0.7869022699810577
user_0017,user_0019,0.494084767068204,0.49555374323781637,0.4918813028137854
user_0017,user_0020,0.566557474286632,0.45747861654635774,0.7301757608970432
user_0017,user_0021,0.48760418211322754,0.4495879204208298,0.5446285746518242
user_0018,user_0019,0.4461024888335493,0.5576484328593534,0.2787835727948432
user_0018,user_0020,0.5185751960519771,0.5195733061678947,0.5170780308781009
user_0018,user_0021,0.43962190387857275,0.5116826100423667,0.33153084463288185
user_0018,user_0022,0.47156642669992826,0.4185140552534854,0.5511449838695925
user_0019,user_0020,0.5266401237212378,0.4681226602027035,0.6144163189990393
user_0019,user_0021,0.6085671571735648,0.46023196407717554,0.8310699468181487
user_0019,user_0022,0.47185217416463443,0.3670634092882941,0.6290353214791449
user_0019,user_0023,0.6112638955488956,0.5473430191283114,0.7071452101797717
user_0020,user_0021,0.5666326513037863,0.4221568373857169,0.7833463721808904
user_0020,user_0022,0.4970711866379348,0.3289882825968355,0.7491955426995839
user_0020,user_0023,0.5566212990726147,0.5092678924368527,0.6276514090262579
user_0020,user_0024,0.4773545594358104,0.4287009162016448,0.5503350242870588
user_0021,user_0022,0.5048128961881002,0.32109758647130754,0.7803858607632892
user_0021,user_0023,0.604783310593919,0.5013771963113247,0.7598924820178105
user_0021,user_0024,0.4913752752904722,0.42081022007611696,0.5972228581120052
user_0021,user_0025,0.4943755274785041,0.3268650557962743,0.7456412350018489
user_0022,user_0023,0.5007014970414523,0.4082086415224433,0.6394407803199658
user_0022,user_0024,0.4921787620734185,0.32764166528723554,0.738984407252693
user_0022,user_0025,0.5015328523970666,0.2336965010073928,0.9032873794815772
user_0022,user_0026,0.4763689857891323,0.36149857661124535,0.6486745995559626
user_0023,user_0024,0.6322740567349738,0.5079212751272526,0.8188032291465558
user_0023,user_0025,0.5087759540964056,0.41397611084741,0.650975718969899
user_0023,user_0026,0.5935489255162345,0.5417781864512624,0.6712050341136927
user_0023,user_0027,0.5578099574689319,0.4857508477369763,0.6658986220668652
user_0024,user_0025,0.5248893493434472,0.3334091346122022,0.8121096714403147
user_0024,user_0026,0.4984980141233667,0.46121121021605477,0.5544282199843347
user_0024,user_0027,0.485654905902954,0.40518387150176854,0.6063614575047322
user_0024,user_0028,0.6240152004248112,0.4803765011772651,0.8394732492961304
user_0025,user_0026,0.510536660330883,0.36726604593621204,0.7254425819228891
user_0025,user_0027,0.4886551580909859,0.31123870722192587,0.754779834394576
user_0025,user_0028,0.5019269129653519,0.3864313368974224,0.6751702770672461
user_0025,user_0029,0.47439407820014867,0.26401524104181545,0.7899623339376485
user_0026,user_0027,0.5323455937420527,0.43904078282577846,0.6723028101164641
user_0026,user_0028,0.5647626305869444,0.514233412501275,0.6405564577154488
user_0026,user_0029,0.4492302115922143,0.391817316645668,0.5353495540120339
user_0026,user_0030,0.5046817099776992,0.4982477320133431,0.5143326769242336
