event_id,category,event_date,tickets_sold,gross_revenue,net_profit,roi,total_conversions,total_marketing_cost,payment_processing_fee,platform_fee,total_costs,conversion_rate,marketing_start_days_before,marketing_duration_days
event_0000,technology,1776319976.15513,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,36.53364747165308,31.16199686085465
event_0001,health,1767832758.9558403,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,53.674313405846654,28.25003596490158
event_0002,science,1766476679.296026,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,32.684397082490236,32.415556773526504
event_0003,business,1772284239.9650247,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,31.793253948282675,46.04809710614172
event_0004,health,1770935119.217956,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,53.656854773606206,49.187530649638894
event_0005,technology,1772287333.637322,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,34.041965212828565,53.16256523956119
event_0006,business,1774682553.953079,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,35.59880186847312,37.73461101251144
event_0007,technology,1779483643.6483047,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,32.066297500834786,32.34071338610916
event_0008,business,1781039742.4628515,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,41.37130708999732,33.1949601227202
event_0009,art,1770461768.0812616,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,49.7486825213946,43.090782604615335
event_0010,technology,1779767483.0366488,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,39.67800119738382,45.94531003398205
event_0011,business,1766554163.4387677,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,56.20478332741717,33.6582128032859
event_0012,technology,1773137079.7639189,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,45.77464087843235,47.63679260409195
event_0013,science,1768030511.7016628,90,4500.0,-2160.0,-0.32432432432432434,90,6300.0,135.0,225.0,6660.0,0.0015,36.262142804805045,41.75935403999168
