user_id,expertise_score,match_score,vibe_component,expertise_component,location_component,meets_threshold
user_0000,0.5509725872667428,10.369372916313326,20.408162280266605,0.5509725872667428,0.0,True
user_0001,0.3701486102414314,4.694401466230462,9.166713766316066,0.3701486102414314,0.0,True
user_0002,0.5896902783140803,10.84448185417978,21.33514954137111,0.5896902783140803,0.0,True
user_0003,0.6972588861340728,5.785702351041454,11.153049370402465,0.6972588861340728,0.0,True
user_0004,0.8577498857110742,11.920868592792157,23.32708725415767,0.8577498857110742,0.0,True
user_0005,0.4464593616053682,7.337939468372069,14.408003319780917,0.4464593616053682,0.0,True
user_0006,0.6056069056431461,8.592926803021028,16.82248946265617,0.6056069056431461,0.0,True
user_0007,0.5907099965395224,11.125894163331184,21.897362328738655,0.5907099965395224,0.0,True
user_0008,0.6590674661377479,5.702964137452128,11.010487795221607,0.6590674661377479,0.0,True
user_0009,0.8422795528326504,11.219152384195038,21.932937036690486,0.8422795528326504,0.0,True
user_0010,0.7134477264281094,8.476557062699614,16.52504548954236,0.7134477264281094,0.0,True
user_0011,0.38796209655601854,9.612582027691916,18.99238679745022,0.38796209655601854,0.0,True
user_0012,1.0139320746796137,6.178260467023103,11.748161689238437,1.0139320746796137,0.0,True
user_0013,0.5614124217139097,8.993909356051912,17.65097125907548,0.5614124217139097,0.0,True
user_0014,0.7537142938847035,6.630526327024043,12.808824077717265,0.7537142938847035,0.0,True
user_0015,0.7606641814545317,9.266426726364944,18.07645494385717,0.7606641814545317,0.0,True
user_0016,0.8617856345840532,13.121090745008413,25.725110109266392,0.8617856345840532,0.0,True
user_0017,0.5293730167523037,5.7962511858374,11.274878561623419,0.5293730167523037,0.0,True
user_0018,0.5738910011078049,9.578211161914588,18.812087723164492,0.5738910011078049,0.0,True
user_0019,0.49455287342408344,9.932373790180124,19.5680158563058,0.49455287342408344,0.0,True
user_0020,0.594347378761828,14.90965334991277,29.462698272568442,0.594347378761828,0.0,True
user_0021,0.5979989029527315,9.163928394011654,17.969057446251668,0.5979989029527315,0.0,True
user_0022,0.5247048450545844,15.475820869297316,30.63681883156188,0.5247048450545844,0.0,True
user_0023,0.5537654459897129,10.230958436317616,20.129657605041405,0.5537654459897129,0.0,True
user_0024,0.7223100339929577,5.280445494669706,10.127504968943638,0.7223100339929577,0.0,True
user_0025,0.9247280719372979,8.81064018550824,17.0664435278541,0.9247280719372979,0.0,True
user_0026,0.7575267243571585,8.920397706454906,17.38627937829552,0.7575267243571585,0.0,True
user_0027,0.710270153441782,7.598278861429047,14.770395630793024,0.710270153441782,0.0,True
user_0028,0.6023533568920776,6.849811285427194,13.33821055671914,0.6023533568920776,0.0,True
user_0029,0.641994245366279,9.574183860403778,18.76317117358779,0.641994245366279,0.0,True
user_0030,0.7540992059901257,9.379509511268498,18.30655949894292,0.7540992059901257,0.0,True
user_0031,0.6515869409274826,8.22561668719193,16.060281209827373,0.6515869409274826,0.0,True
