connection_id,device_a_id,device_b_id,calculated_compatibility,ground_truth,error
conn_0000,device_0078,device_0118,5.260227644779606,5.260227644779606,0.0
conn_0001,device_0030,device_0023,9.430381257959057,9.430381257959057,0.0
conn_0002,device_0175,device_0077,9.91903485412219,9.91903485412219,0.0
conn_0003,device_0178,device_0154,20.916040171534533,20.916040171534533,0.0
conn_0004,device_0083,device_0037,22.89524784363432,22.89524784363432,0.0
conn_0005,device_0063,device_0091,12.83780657173164,12.83780657173164,0.0
conn_0006,device_0012,device_0173,5.366431531727641,5.366431531727641,0.0
conn_0007,device_0044,device_0007,21.5100316834681,21.5100316834681,0.0
conn_0008,device_0115,device_0142,6.691780943081671,6.691780943081671,0.0
conn_0009,device_0063,device_0024,3.630140753516999,3.630140753516999,0.0
conn_0010,device_0035,device_0031,5.4320599777458725,5.4320599777458725,0.0
conn_0011,device_0199,device_0056,7.137257406277898,7.137257406277898,0.0
conn_0012,device_0102,device_0095,11.95826567679344,11.95826567679344,0.0
conn_0013,device_0165,device_0021,6.677805698614699,6.677805698614699,0.0
conn_0014,device_0066,device_0019,12.889674578375434,12.889674578375434,0.0
conn_0015,device_0016,device_0050,6.217589798478506,6.217589798478506,0.0
conn_0016,device_0113,device_0032,19.1973666077376,19.1973666077376,0.0
conn_0017,device_0084,device_0031,11.19074176812078,11.19074176812078,0.0
conn_0018,device_0118,device_0012,3.394082486477163,3.394082486477163,0.0
conn_0019,device_0146,device_0110,14.039933238653392,14.039933238653392,0.0
conn_0020,device_0101,device_0127,5.610152355011989,5.610152355011989,0.0
conn_0021,device_0174,device_0109,12.609436324942013,12.609436324942013,0.0
conn_0022,device_0054,device_0047,11.486713508688366,11.486713508688366,0.0
conn_0023,device_0114,device_0038,6.457219074881568,6.457219074881568,0.0
conn_0024,device_0158,device_0157,5.37776761108294,5.37776761108294,0.0
conn_0025,device_0075,device_0127,4.785438314871107,4.785438314871107,0.0
conn_0026,device_0140,device_0122,18.156478251662744,18.156478251662744,0.0
conn_0027,device_0071,device_0098,4.117692926004991,4.117692926004991,0.0
conn_0028,device_0051,device_0164,8.839220307988507,8.839220307988507,0.0
conn_0029,device_0134,device_0063,15.777780134810396,15.777780134810396,0.0
conn_0030,device_0139,device_0004,15.010458256066103,15.010458256066103,0.0
conn_0031,device_0182,device_0091,9.780247315925207,9.780247315925207,0.0
conn_0032,device_0124,device_0088,6.911450729850209,6.911450729850209,0.0
conn_0033,device_0128,device_0082,6.788393774791429,6.788393774791429,0.0
conn_0034,device_0046,device_0006,6.805962182925448,6.805962182925448,0.0
conn_0035,device_0056,device_0007,11.357538523124978,11.357538523124978,0.0
conn_0036,device_0199,device_0071,4.991803138230929,4.991803138230929,0.0
conn_0037,device_0120,device_0135,9.687109738140133,9.687109738140133,0.0
conn_0038,device_0149,device_0059,4.932796614090062,4.932796614090062,0.0
conn_0039,device_0025,device_0063,7.122625964504505,7.122625964504505,0.0
conn_0040,device_0068,device_0136,11.04138234723573,11.04138234723573,0.0
conn_0041,device_0188,device_0014,8.986009901693397,8.986009901693397,0.0
conn_0042,device_0056,device_0147,12.93940255264568,12.93940255264568,0.0
conn_0043,device_0099,device_0090,13.040066082462616,13.040066082462616,0.0
conn_0044,device_0044,device_0045,15.599769362149443,15.599769362149443,0.0
conn_0045,device_0081,device_0188,6.760165944414519,6.760165944414519,0.0
conn_0046,device_0151,device_0007,7.952509935350323,7.952509935350323,0.0
conn_0047,device_0090,device_0145,9.924846878653918,9.924846878653918,0.0
conn_0048,device_0144,device_0048,5.904532062615439,5.904532062615439,0.0
conn_0049,device_0126,device_0138,10.083566806630015,10.083566806630015,0.0
conn_0050,device_0125,device_0009,12.04486881140891,12.04486881140891,0.0
conn_0051,device_0059,device_0154,19.253553162467497,19.253553162467497,0.0
conn_0052,device_0134,device_0122,21.12790669734314,21.12790669734314,0.0
conn_0053,device_0157,device_0051,3.3273245366022866,3.3273245366022866,0.0
conn_0054,device_0087,device_0183,18.746325334605345,18.746325334605345,0.0
conn_0055,device_0082,device_0015,11.346479203406306,11.346479203406306,0.0
conn_0056,device_0150,device_0180,12.089231422252752,12.089231422252752,0.0
conn_0057,device_0198,device_0028,9.070189351547526,9.070189351547526,0.0
conn_0058,device_0093,device_0018,9.160799777203165,9.160799777203165,0.0
conn_0059,device_0169,device_0101,6.166134727139247,6.166134727139247,0.0
conn_0060,device_0086,device_0077,5.4980692013909405,5.4980692013909405,0.0
conn_0061,device_0040,device_0187,18.44548124173021,18.44548124173021,0.0
conn_0062,device_0163,device_0124,7.35872470359448,7.35872470359448,0.0
conn_0063,device_0044,device_0181,14.372237697590815,14.372237697590815,0.0
conn_0064,device_0177,device_0157,10.277643498603112,10.277643498603112,0.0
conn_0065,device_0057,device_0170,10.231954546982044,10.231954546982044,0.0
conn_0066,device_0044,device_0096,17.713800856948513,17.713800856948513,0.0
conn_0067,device_0176,device_0075,6.038127641586563,6.038127641586563,0.0
conn_0068,device_0186,device_0000,14.839680018794636,14.839680018794636,0.0
conn_0069,device_0146,device_0100,7.22855877543815,7.22855877543815,0.0
conn_0070,device_0197,device_0145,5.48260039451717,5.48260039451717,0.0
conn_0071,device_0154,device_0081,8.562295391065266,8.562295391065266,0.0
conn_0072,device_0156,device_0056,14.187364886147124,14.187364886147124,0.0
conn_0073,device_0026,device_0127,4.973216700242867,4.973216700242867,0.0
