category,processing_time_ms,latency_meets_target,trend_score
technology,0.032901763916015625,True,68.58743675239398
technology,0.0040531158447265625,True,78.43588254067328
technology,0.0007152557373046875,True,73.89268898370406
technology,0.00095367431640625,True,76.24430080992501
technology,0.0011920928955078125,True,60.53016568024295
technology,0.00095367431640625,True,60.523395654924656
technology,0.00095367431640625,True,64.64437885563258
technology,0.0011920928955078125,True,77.93345046129646
technology,0.00095367431640625,True,66.28208226512557
technology,0.00095367431640625,True,72.89701488664855
technology,0.00095367431640625,True,49.220182681775626
technology,0.00095367431640625,True,79.2049448351996
technology,0.00095367431640625,True,74.15168623539466
technology,0.00095367431640625,True,53.62086515862158
technology,0.00095367431640625,True,53.78089780441027
technology,0.0011920928955078125,True,59.631218474763656
technology,0.00095367431640625,True,59.90307188357955
technology,0.0,True,69.27020764573062
technology,0.00095367431640625,True,62.16731933747754
technology,0.00095367431640625,True,57.668902502912516
technology,0.00095367431640625,True,76.02119284315208
technology,0.0011920928955078125,True,59.9089324239841
technology,0.00095367431640625,True,65.06551818677814
technology,0.0,True,58.729919348736125
technology,0.0011920928955078125,True,64.22079151072826
technology,0.00095367431640625,True,72.17499230040808
technology,0.00095367431640625,True,57.045772482141125
technology,0.00095367431640625,True,69.40717703066174
technology,0.00095367431640625,True,65.3967922542543
technology,0.0,True,54.0325364449201
technology,0.0011920928955078125,True,65.56843600646411
technology,0.00095367431640625,True,71.24269510421382
technology,0.00095367431640625,True,57.08925858486123
technology,0.0011920928955078125,True,73.46195108771354
technology,0.00095367431640625,True,84.84186397131197
technology,0.00095367431640625,True,66.02734824623121
technology,0.0,True,65.89606616903723
technology,0.00095367431640625,True,49.36017575839034
technology,0.00095367431640625,True,62.974495003618415
technology,0.0011920928955078125,True,67.65820017393041
technology,0.00095367431640625,True,63.94621359034992
technology,0.00095367431640625,True,68.10754651426517
technology,0.0011920928955078125,True,53.330423266401226
technology,0.0,True,74.31787205929483
technology,0.0,True,56.595173536584554
technology,0.00095367431640625,True,65.64117591819105
technology,0.00095367431640625,True,62.602924059742676
technology,0.00095367431640625,True,72.75312544504398
technology,0.0011920928955078125,True,69.46509120568632
technology,0.0,True,53.46014027812827
technology,0.00095367431640625,True,82.86317814565368
technology,0.0011920928955078125,True,69.30845905213945
technology,0.00095367431640625,True,74.40742659699023
technology,0.00095367431640625,True,78.07962686746923
technology,0.0011920928955078125,True,73.4646760435218
technology,0.0007152557373046875,True,81.15190479458545
technology,0.0,True,54.353445160002515
technology,0.0011920928955078125,True,60.97293879500719
technology,0.00095367431640625,True,56.83760587906514
technology,0.00095367431640625,True,69.91863742554068
technology,0.0011920928955078125,True,63.528503240935954
technology,0.0,True,63.19328309282454
technology,0.0,True,66.9968882935544
technology,0.0011920928955078125,True,59.496579967762145
technology,0.0007152557373046875,True,68.33954812990281
technology,0.00095367431640625,True,74.38077219686804
