expert_id,best_match_business_id,match_score,vibe_component,expertise_component,location_component,meets_threshold
expert_0000,business_0014,9.882185733289788,19.072543427042213,0.8197133992289418,0.5,True
expert_0001,business_0032,5.111324939400934,9.65568665735722,0.6116053690744114,0.5,True
expert_0002,business_0083,10.698905203119986,20.63015653592852,0.9460897838524227,0.5,True
expert_0003,business_0033,6.0089040772551,11.508868988678781,0.5148986097190351,0.5,True
expert_0004,business_0032,12.87315568552999,25.238350580154822,0.5132679848419318,0.5,True
expert_0005,business_0033,9.65063152148982,18.637780598798678,0.7724707403016083,0.5,True
expert_0006,business_0092,8.446079480978607,16.149329824953867,0.9047152283389133,0.5,True
expert_0007,business_0097,11.89519612786252,23.08095043722857,0.8490696974941134,0.5,True
expert_0008,business_0085,6.599088367056138,12.411012812450243,0.9786065361033907,0.5,True
expert_0009,business_0032,11.473191540970381,22.417368168890725,0.548358188416732,0.5,True
expert_0010,business_0033,8.25642947239564,15.770720462808967,0.90356413663719,0.5,True
expert_0011,business_0033,11.461188325901757,22.130441922609705,0.9865578819896853,0.5,True
expert_0012,business_0033,6.3527220989305,11.956622798585103,0.9147023321264974,0.5,True
expert_0013,business_0006,8.587187139667815,16.501168635758603,0.788676072628381,0.5,True
expert_0014,business_0033,7.874958401655874,15.181547320616286,0.6139491378257734,0.5,True
expert_0015,business_0032,9.727572387998165,18.885307510088023,0.6163954431805151,0.5,True
expert_0016,business_0032,14.324578396031852,27.958451458784385,0.8178422221322001,0.5,True
expert_0017,business_0002,5.926725661916546,11.290599214601645,0.6047535153857438,0.5,True
expert_0018,business_0097,9.73923661439311,18.784062613212242,0.8240176926232967,0.5,True
expert_0019,business_0008,9.996201395112761,19.273664750840418,0.8645633989751746,0.5,True
expert_0020,business_0033,15.19019176676079,29.5835265283306,0.9947616753182976,0.5,True
expert_0021,business_0097,10.302959565645951,19.90053485599494,0.8423071254949372,0.5,True
expert_0022,business_0092,14.866568653096977,29.164422884604722,0.6145240359820522,0.5,True
expert_0023,business_0092,10.783800717406784,20.98727917202086,0.6338704379878514,0.5,True
expert_0024,business_0097,5.889235737903166,11.015561187864533,0.9381838132363345,0.5,True
expert_0025,business_0033,9.4230365612085,18.2273835520988,0.6978159505303321,0.5,True
expert_0026,business_0097,8.961865109929686,17.344266169909957,0.6324400832490262,0.5,True
expert_0027,business_0008,6.488114437583512,12.397406392610144,0.6313708042614676,0.5,True
expert_0028,business_0091,8.917251790763197,17.214683429984277,0.6997002525701986,0.5,True
expert_0029,business_0097,8.970866456185474,17.28887502426801,0.7547631468382323,0.5,True
expert_0030,business_0033,8.689075617042192,16.84525649497919,0.5548245651753296,0.5,True
expert_0031,business_0036,8.632006782452011,16.637365574864116,0.711079983399842,0.5,True
expert_0032,business_0043,13.57301354476163,26.34719067545123,0.9980606901200484,0.5,True
expert_0033,business_0006,12.075290080008608,23.39234624934687,0.930389851117249,0.5,True
expert_0034,business_0032,11.146189971714211,21.58786683272045,0.8408551845132874,0.5,True
expert_0035,business_0009,8.086983025634343,15.481677511694741,0.820480899289904,0.5,True
expert_0036,business_0043,6.732038657462367,12.827960203025974,0.7268618531646032,0.5,True
expert_0037,business_0092,12.602097297182866,24.625177879140406,0.6316945253755454,0.5,True
expert_0038,business_0082,7.583375824927138,14.392963298050832,0.9563139196724102,0.5,True
expert_0039,business_0002,13.721779934015574,26.751875019571347,0.8194747474330026,0.5,True
expert_0040,business_0097,13.80211566270082,26.875478085379093,0.8812554000375756,0.5,True
expert_0041,business_0033,9.630862326060322,18.602618550462093,0.7651768360975888,0.5,True
expert_0042,business_0097,12.6312132420712,24.75658346142665,0.5097383711929162,0.5,True
expert_0043,business_0033,14.543929921633483,28.33836018445861,0.9158327646805897,0.5,True
expert_0044,business_0033,15.527646381491124,30.291889883221035,0.9390047996020203,0.5,True
expert_0045,business_0092,11.74186327787475,22.837929416754516,0.7429952316583068,0.5,True
expert_0046,business_0033,6.308376383395535,11.887002437998975,0.8829172146534938,0.5,True
expert_0047,business_0085,12.109470150958215,23.553999223867947,0.774901796747472,0.5,True
expert_0048,business_0033,7.521463710137444,14.415986038214623,0.7115689701004435,0.5,True
expert_0049,business_0002,4.879197913117038,9.039416505507084,0.864965534544988,0.5,True
expert_0050,business_0085,4.3943810042537494,7.990217201509232,0.9975746783304473,0.5,True
expert_0051,business_0048,7.833300755007236,15.011328757703795,0.7587879205177953,0.5,True
expert_0052,business_0048,7.94045330406415,15.279480939484063,0.6690427810737276,0.5,True
expert_0053,business_0043,5.703224750148746,10.840384284962026,0.6101086922257797,0.5,True
expert_0054,business_0043,7.586673002637567,14.604663470131788,0.6144708919055772,0.5,True
expert_0055,business_0092,5.46607871363448,10.410900222302365,0.5354286749443267,0.5,True
expert_0056,business_0002,10.289571663210694,20.014872284210256,0.6071184036852193,0.5,True
expert_0057,business_0092,8.463294297371922,16.25527566674626,0.7855215466626422,0.5,True
expert_0058,business_0092,6.413595563309213,12.084942027288434,0.9037484988833218,0.5,True
expert_0059,business_0033,12.123620171522028,23.61792498832214,0.7155255912031888,0.5,True
expert_0060,business_0046,8.774192041214505,16.829661327591054,0.8645379247299253,0.5,True
expert_0061,business_0002,10.05530075820336,19.581076155061133,0.5492089355759795,0.5,True
expert_0062,business_0085,10.314198628286908,19.86989549566798,0.9308362681763955,0.5,True
expert_0063,business_0046,10.108250584132207,19.581917103914478,0.724306773916566,0.5,True
expert_0064,business_0083,9.946162051761348,19.317382169158066,0.6249032239410502,0.5,True
expert_0065,business_0043,9.069591953763826,17.380779176099104,0.9306745523809152,0.5,True
expert_0066,business_0002,13.10062896725057,25.401473193977324,0.9996412342063633,0.5,True
expert_0067,business_0033,15.429726289311034,30.08154248371963,0.9631834915040638,0.5,True
expert_0068,business_0092,7.1814010654047316,13.717109793174249,0.7428205627253592,0.5,True
expert_0069,business_0083,8.558585485327535,16.599580350663416,0.5293176999860895,0.5,True
expert_0070,business_0002,7.714379950171461,14.849198982891277,0.632601529086076,0.5,True
expert_0071,business_0083,6.655741046195821,12.684579846594595,0.7115037429950815,0.5,True
expert_0072,business_0097,6.7210828901978745,12.775435283374064,0.7778841617028092,0.5,True
expert_0073,business_0002,5.87795830049488,11.166904253341391,0.6483539127472822,0.5,True
expert_0074,business_0033,8.047487110586246,15.43231566076021,0.7710976006871371,0.5,True
expert_0075,business_0033,6.679355179778926,12.683457081220162,0.7920887972294857,0.5,True
expert_0076,business_0092,12.217106858332164,23.886983898282484,0.5787163639697417,0.5,True
expert_0077,business_0056,6.722867117384973,12.88998674647573,0.5929124804903616,0.5,True
expert_0078,business_0002,7.273631967022568,13.976702765544857,0.6176019475004656,0.5,True
